n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
770|0|rail_strategic|dataset|2021-03-07|רכבת כבדה - תכנית אסטרטגית - מסילות|ministry_of_transport|No|NA|4|7|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מסילות רכבת ישראל פעילות, מתוכננות ולשדרוג עד שנת 2040 מתוך התכנית האסטרטגית לרכבת ישראל.מקור: תכנית אסטרטגית לרכבת ישראל (2016)
771|0|rail_strat_station|dataset|2021-03-07|רכבת כבדה - תכנית אסטרטגית - תחנות|ministry_of_transport|No|NA|4|8|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תחנות רכבת ישראל מתוכננות עד שנת 2040 מתוך התוכנית האסטרטגית לרכבת ישראל.מקור: תכנית אסטרטגית לרכבת ישראל (2016)
772|0|rashuty|dataset|2022-09-08|רופאים וטרינריים רשותיים|ministry_of_agriculture|No|Day|1|2|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|cc-by|Creative Commons Attribution|מאגר רופאים וטרינריים רשותיים
773|0|raw-material-deposits|dataset|2020-07-09|מרבצי חומרי גלם|energy_and_water|No|NA|2|0|--|rivkimi@cio.gov.il|משרד האנרגיה |||
774|0|recall|dataset|2022-09-09|הודעות יצרני הרכב RECALL|ministry_of_transport|No|Day|1|3|--|webmaster@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|קריאה חוזרת בטיחותית RECALL
775|0|rechev_le_pail_with_degem|dataset|2022-09-09|מספרי רישוי של כלי רכב לא פעילים עם קוד דגם|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגר מציג פרטים אודות כלי רכב עם קוד דגם, חסרי תוקף 13 חודש אחורה, לא גנובים וללא ביטול סופי. המאגר מתעדכן כל יום.
776|0|rechev_le_pail_without-degem|dataset|2022-09-09|מספרי רישוי של כלי רכב לא פעילים וחסרי קוד דגם|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגר מציג פרטים אודות כלי רכב חסרי קוד דגם, חסרי תוקף 13 חודש אחורה, לא גנובים וללא ביטול סופי. המאגר מתעדכן כל יום.
777|0|rechev-tag-nachim|dataset|2022-09-09|כלי רכב עם תג חניה לנכה|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מאגר זה מכיל את מספרי הרכבים המורשים לשאת תג חניה לנכה של משרד התחבורה.
778|0|recruitment|dataset|2021-05-02|נתוני גיוס עובדים לשירות המדינה|netzivot|No|NA|1|3|--|alonty@csc.gov.il|נציבות שירות המדינה|cc-by|Creative Commons Attribution|נתוני גיוס עובדים לשירות המדינה מתוך מערכת מרכב"ה
779|0|recyclingfacilitiesmaaleadumim|dataset|2021-03-21|מתקני מיחזור|maaleedumim|No|NA|1|5|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת מתקני מיחזור במעלה אדומים
780|0|reg-green-countries-he|dataset|2022-03-03|רשימת יעדים מסוכנים ואזהרות מסע (קורונה) לתקופת הקורונה|ministry-health|No|NA|4|3|--|Call.Habriut@MOH.GOV.IL|משרד הבריאות|other-open|Other (Open)|יעד ברמת סיכון מרבית: אזרחים ותושבי קבע היוצאים מישראל ליעד מסוכן יהיו מחויבים באישור ועדת חריגים. כל הנכנסים לישראל מיעד ברמת סיכון מרבית, לרבות מחלימים ומחוסנים, יהיו מחויבים בבידוד.יעד עם אזהרה חמורה: יעד אשר רמת התחלואה בו מחמירה, ואם לא יחול שיפור משמעותי הוא ייכנס לרשימת היעדים עם רמת הסיכון המרבית. יעד עם אזהרת מסע (קורונה): משרד הבריאות אינו ממליץ לנסוע ליעד זה בשל רמת התחלואה בו.יעד ללא סיווג: המגיעים לישראל מיעד ללא סיווג יהיו מחויבים בבידוד למעט מחלימים ומחוסנים.
781|0|registered_veterinary_vaccines|dataset|2022-08-08|מאגר תרכיבים וטרינריים רשומים|ministry_of_agriculture|No|Quarter|1|3|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|Other (Open)|מטרת המאגר לפרסם לכלל הציבור את המידע על תרכיבים (חיסונים) המותרים לשימוש וטרינרי.
782|0|report-assignment-streets-regions|dataset|2020-07-09|דו''ח שיוך רחובות לאזורים עיריית פתח תקווה|petah-tikva-municipality|No|NA|1|3|--|neria@ptikva.org.il|עיריית פתח תקוה|||
783|0|researches|dataset|2020-07-09|מחקרי המדען הראשי|ministry_of_the_environment|No|NA|1|2|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||מאגר זה כולל מחקרים וסקרים שהוזמנו ובוצעו במימון המדען הראשי במשרד להגנת הסביבה. תוכן המחקר – באחריות מלאה של החוקרים.המשרד להגנת הסביבה אינו אחראי לתכנים, לממצאים, למסקנות ולכל פרט אחר הנוגע למחקרים אלה.
784|0|researchinstitute|dataset|2020-06-11|מכוני מחקר|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת מכוני מחקר
785|0|reservoirs|dataset|2022-04-07|מאגרי המים העיליים בישראל|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת מאגרי המים העיליים בישראל
786|0|reshev_bitul_sofi|dataset|2022-09-09|כלי רכב שירדו מהכביש ובסטטוס ביטול סופי|ministry_of_transport|No|Day|2|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מכיל פרטים טכניים אודות רכבים שירדו מהכביש החל משנת 2010 ובסטטוס ביטול סופי. הנתונים הם: מספר רכב, קוד תוצר, שם תוצר, קוד דגם, שם דגם, קוד סוג רכב, שם סוג רכב, מועד עליה לכביש, תאריך ביטול, מספר שילדה, תוצר מנוע, דגם מנוע, מספר מנוע, משקל כולל.
787|1|residents_in_israel_by_communities_and_age_groups|dataset|2022-09-04|תושבים בישראל לפי ישובים וקבוצות גיל|population_authority|No|Week|22|7|--|liorsh@piba.gov.il|רשות האוכלוסין וההגירה|||הנתונים המפורסמים במסמך זה מבוססים על מרשם האוכלוסין ומכילים נתונים על מספר התושבים החיים, בין אם הם נמצאים בארץ או לאו. נתונים אלו שונים מנתוני אוכלוסיה בישראל, המפורסמים על ידי הלשכה המרכזית לסטטיסטיקה, שכן הללו הם אומדנים המבוססים על מפקד אוכלוסין, תוך ניכוי הגרים בחו"ל במשך תקופה העולה על שנה.
788|0|returning-residents-2006-2015|dataset|2020-07-09|תושבים חוזרים מ 2006 עד 2015|ministry_of_immigrant_absorption|No|NA|5|5|--|info@moia.gov.il|משרד העלייה והקליטה|||תושבים חוזרים מ 2006 עד 2015 - לפי התפלגויות שונות - חודש ושנה, מקצועות, מגדר ועוד
789|0|rishayon_srifat_gazam|dataset|2022-09-09|היתרי שריפת גזם חקלאי|ministry_of_agriculture|No|Day|2|6|--|sofiam@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|אחר (פתוח)|על פי הנחיות משרד החקלאות ופיתוח הכפר, שריפת גזם חקלאי מותרת אך ורק כאשר ישנו אישור של משרד החקלאות, הניתן רק במידה שקיים חשש כי הגזם נושא בתוכו גורם מחלה או מזיקים והגזם עלול להוות מוקד להתפתחות נגעים או להתפשטותם, על סמך חוות דעת של מדריך חקלאי של משרד החקלאות ופיתוח הכפר. כלומר, אך ורק מדריך חקלאי, המורשה להוציא המלצה, יקבע כי קיים חשש כי הגזם נושא בתוכו גורם מחלה או מזיקים, ומוסמך לתת אישור לביצוע שריפת גזם.
790|0|river-permits|dataset|2021-06-03|צווי הרשאה להזרמה לנחלים|ministry_of_the_environment|No|NA|1|2|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|cc-by|Creative Commons Attribution|מאגר צווי ההרשאה להזרמה לנחלים כולל את צווי הרשאה הניתנים על ידי רשות המים, באמצעות הוועדה המייעצת למתן צווי הרשאה להזרמה לנחלים. בוועדה חברים אנשי מקצוע מטעם המשרד להגנת הסביבה, משרד הבריאות ורשות המים.ראו גם באתר המשרד להגנת הסביבה:https://www.gov.il/he/Departments/Guides/water_flow_approval
791|0|rivers|dataset|2020-06-11|נחלים shape|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.השימוש בנתונים באחריות המשתמש בלבד.2.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
792|0|rmg|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון רמת מגשימים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
793|0|rml|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון רמאללה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
794|0|rng|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון רחובות בנגב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
795|0|roadauthority|dataset|2022-06-14|רשות תמרור בכבישים|ministry_of_transport|Yes|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|מקטעי כביש אשר סמכות רשות התמרור בהם הואצלה על ידי המפקח על התעבורה לגוף שונה מהרשות המוניציפלית שבתחומה נמצא הכביש.
796|0|roads|dataset|2020-06-11|פליטות מזהמים מכבישים|ministry_of_the_environment|No|NA|1|5|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||עבור פליטות מתחבורה, מוצג קצב פליטה אופייני של מזהם  מתוך מצאי הפליטות של המשרד.
797|0|roundabout|dataset|2022-05-16|מעגלי תנועה|ministry_of_transport|Yes|NA|4|3|--|GOLDO@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|השכבה מציגה צמתים בהם מוצבים מעגלי תנועה
798|0|rpn|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון ראש פינה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
799|0|rsh|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון ראשון לציון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
800|0|runoff_recharge_prioritization_areas|dataset|2022-04-07|אזורי עדיפות להחדרה|water_authority|Yes|NotConstant|2|3|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|מפת אזורי עדיפות להחדרת נגר ושכבת gis. אזורי העדיפות להחדרה הוגדרו על פי מידע הידרוגיאולוגי כאזורי הזנה של אקוויפרים מרכזיים, המשמשים את משק המים בישראל.שכבות אלו מיועדות למתכננים ולמוסדות תכנון, לצורך העדפת פתרונות ניהול נגר הכוללים החדרה למי תהום, בתכניות המקודמות באזורי עדיפות להחדרה.
801|0|rvm|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון רביבים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
802|0|safetyorderslist|dataset|2022-09-08|רשימת צווי בטיחות|labor|No|Day|2|2|--|Noam.Raanan@labor.gov.il|זרוע העבודה|other-open|אחר (פתוח)|רשימה של צווי בטיחות שהוטלו על ידי מפקחי המינהל בעקבות הפרות בטיחות בענפי המשק בישראל
803|0|saharbneiadam|dataset|2022-08-08|תיקים בטיפול היחידה לתיאום המאבק בסחר בבני אדם|ministry_of_justice|No|Day|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|רשימת התיקים והפניות המטופלים על ידי היחידה לתיאום המאבק בסחר בבני אדם. הרשימה כוללת פניות ובקשות ליחידה מאת גורמים שונים, ביניהם קורבנות סחר בבני אדם, ארגונים לא ממשלתיים, משרדי ממשלה ויחידות במשרד המשפטים, וגופים בינ"ל. כן כוללךת הרשימה אורעים- כנסים, ימי עיון, סמינרים, הכשרות וכיוב' בארגון ויוזמת היחידה או בהשתתפותה. המאגר כולל את נושא התיק/הפניה/הארוע, סטטוס הטיפול בו והמועדים בהם התיקים נפתחו ונסגרו
804|0|satisfaction-hosp-general2014|dataset|2021-06-30|סקר חוויית המטופל מהטיפול בבתי חולים כלליים 2014|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||מחלקות נסקרות: כל מחלקות האשפוז פרט למערך נשים, ילדים, טיפול נמרץ, פסיכיאטריה ושיקום, מלר"ד ומרפאות חוץ.
805|0|satisfaction-hosp-general2016|dataset|2020-07-09|סקר חוויית המטופל מהטיפול בבתי חולים כלליים 2016 - משרד הבריאות|ministry-health|No|NA|1|5|--|eszter.somos@moh.gov.il|משרד הבריאות|||מחלקות נסקרות: כירורגיה, פנימית ושאר מחלקות בית החולים, ללא מלר"ד, מרפאות, נשים, טיפול נמרץ ושיקום.
806|0|satisfaction-hosp-psychiatry-2015|dataset|2020-07-09|סקר חוויית המטופל מהטיפול בבתי חולים פסיכיאטריים 2015 - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||בחודשים ינואר - מאי 2015 נערך לראשונה בישראל סקר לאומי להערכת חוויית המטופל בבתי החולים הפסיכיאטריים. הסקר מקיף את כל בתי החולים הפסיכיאטריים ובוצע בקרב מאות משוחררים מאשפוז. מידע נוסף באתר משרד הבריאות: https://www.health.gov.il/UnitsOffice/HD/HQD/publicComplains/Quality_Service/surveys/mental/Pages/satisfaction-patients-hosp-psyc-2015.aspx
807|0|satisfaction-hosp-psychiatry-2017|dataset|2020-07-09|סקר חוויית המטופל מהטיפול בבתי חולים פסיכיאטריים 2017 - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||הסקר נערך בין החודשים נובמבר 2016 - מרץ 2017 ובו נסקרו מעל 1000 מטופלים במחלקות פתוחות וסגורות מ-11 בתי חולים פסיכיאטריים. מידע נוסף באתר משרד הבריאות: https://www.health.gov.il/UnitsOffice/HD/HQD/publicComplains/Quality_Service/surveys/mental/Pages/satisfaction-patients-hosp-psyc-2017.aspx
808|0|satisfaction-malrad-2015|dataset|2020-07-09|סקר חווית המטופל מהטיפול במלר"ד 2015 - משרד הבריאות|ministry-health|No|NA|1|7|--|oren.sade@moh.gov.il|משרד הבריאות|||משרד הבריאות קיים במאי-אוגוסט 2015 סקר לאומי לבחינת חווית המטופל במחלקות לרפואה דחופה (מלר"ד) ב-26 בתי חולים כלליים. הסקר הינו חלק מסדרת סקרי חווית מטופל לאומיים שעורך משרד הבריאות ומבוצע אחת לשנתיים.מידע נוסף באתר משרד הבריאותhttps://www.health.gov.il/UnitsOffice/HD/HQD/publicComplains/Quality_Service/surveys/emergency/Pages/satisfaction_patients_malrad2015.aspx
809|0|savingsplaninterest|dataset|2022-09-09|ריביות של פיקדונות חסכון לכל ילד - עדכון יומי|mof|No|Day|2|3|--|marinak@mof.gov.il|משרד האוצר|||הריביות של הפיקדונות השונים המנוהלים במסגרת פיקדון לכל ילד. הסדרה מתעדכנת באופן יומי ומכילה את המידע הקיים בבנקים עד לשנתיים אחורה.
810|0|school|dataset|2020-07-09|בתי ספר|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת בתי ספר
811|0|schools|dataset|2020-07-09|בתי ספר בעיר פתח תקווה|petah-tikva-municipality|No|NA|1|2|--|neria@ptikva.org.il|עיריית פתח תקוה|||
812|0|schoolsmaaleadumim|dataset|2021-03-21|בתי ספר|maaleedumim|No|Year|1|5|--|gadi@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת בתי ספר במעלה אדומים
813|0|sdb|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון שדה בוקר|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
814|0|sdm|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון סדום|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
815|0|segula|dataset|2022-01-05|יחידות סגולה - ביקורי מתנדבים והצגת זכויות|socialequality|No|NA|1|16|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|"יחידת הסגולה" הינה מוקד זכויות בריאותיות לאזרחים הוותיקים המאושפזים בבתי החולים ולבני המשפחה המטפלים בהם. ב"יחידת הסגולה" ניתן לקבל מידע אודות הזכויות הבריאותיות להן עשוי להיות זכאי האזרח הוותיק עם שחרורו מבית החולים, בשל השינוי במצבו הבריאותי."יחידת הסגולה" ממוקמת בתוך בית החולים ומופעלת על ידי מתנדבים שעברו הכשרה מתאימה ומנוהלת מקצועית על ידי עובדת סוציאלית.https://www.gov.il/he/Departments/General/sgula_units
816|0|sekerhashpaotcorona|dataset|2022-08-07|סקר בנושא שכירות למגורים בתקופת הקורונה  (אוגוסט 2020) – השפעות הקורונה על קיום חוזים|ministry_of_justice|No|NA|1|5|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|נתונים גולמיים מהמענה לסקר בנושא שכירות למגורים בתקופת הקורונה- השפעות הקורונה על קיום חוזיםהסקר נערך על-ידי משרד המשפטים בהמשך להמלצות הצוות הבין-משרדי לבחינת השפעות הקורונה על קיום חוזים ולאור המשבר הכלכלי המתמשך.הסקר נערך באינטרנט במהלך אוגוסט 2020 וכלל 1,082 משיבים.לעיבוד ממצאי הסקר, ראו הקישור המצורף –  https://www.gov.il/he/departments/publications/reports/corona-contracts-report
817|0|senior_card|dataset|2022-01-05|תעודת אזרח ותיק - סך הנפקות|socialequality|No|NA|1|15|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|חוק האזרחים הותיקים קובע כי אזרח ותיק הינו תושב ישראל שהגיע, לפי הרישום במרשם האוכלוסין, לגיל פרישה מעבודה כמשמעותו בחוק גיל פרישה.גיל הפרישה כיום עבור גבר הוא 67 שנים ועבור אישה 62 שנים.תעודת אזרח ותיק נשלחת אל האזרח הוותיק בסמוך להגיעו לגיל פרישה, על פי הרישום במרשם האוכלוסין
818|0|serologiclabs|dataset|2021-09-14|serologiclabs|ministry-health|No|NotConstant|4|0|--|oren.sade@moh.gov.il|משרד הבריאות|other-open|Other (Open)|רשימה ארצית של מעבדות המבצעות בדיקות סרולוגיות ומוכרות ע"י משרד הבריאות
819|0|serviceindex|dataset|2022-08-08|נתוני מדד שירות – חברות ביטוח|cma|No|NotConstant|4|6|--|itaye@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|||מאגר זה מכיל נתונים אודות שביעות רצון, זמני מענה, והמלצת לקוחות על מערכי השירות של חברות הביטוח. נתונים אלו שימשו כבסיס לחישוב מדד השירות. לפירוט נרחב ניתן לצפות בקובץ וורד המצורף
820|0|setl-mid-point|dataset|2020-07-09|שכבת מרכזי ישובים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.השימוש בנתונים באחריות המשתמש בלבד.2.המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי), תשע''ו-2016 ובהנחיות המנהל; פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
821|0|settlement-2019|dataset|2020-11-11|יישובים בישראל 2019|lamas|Yes|Year|2|3|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|||קובץ היישובים מכיל את היישובים בישראל וכולל משתנים גיאוגרפיים המאפיינים אותם :שם יישוב, סמל היישוב, המחוז והנפה, האזור הטבעי, המעמד המוניציפלי, השיוך למטרופולין,אומדן האוכלוסייה לסוף השנה בהתאם לשנת הקובץ, שנת ההתיישבות היהודית, צורת היישובבהתאם לשנת עיבוד הקובץ, ההשתייכות הארגונית, נקודת הציון המרכזית, גובה ממוצע, הוועדהלתכנון ולבנייה שבמרחב הפעולה שבה נמצא היישוב ותחנת המשטרה.קובץ היישובים כולל את היישובים הישראליים באזור יהודה ושומרון. כן נכללים בקובץ שבטי בדווים,שלפחות חלק מאוכלוסייתם מתגוררת מחוץ לגבולות יישובים מוכרים ומוקדי תעסוקה וחינוך
822|0|sewage_donor|dataset|2022-03-02|תורמי ביוב|water_authority|No|Quarter|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|ישובים / תאגידי מים / קיבוצים ומושבים התורמים את השפכים שלהם אל המט"ש הייעודי המטפל בהם.
823|0|sewage_owners|dataset|2022-04-07|רשימת מט"שים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|פרטי מתקני טיפול בשפכים בישראל מעודכנים לשנה דאשתקד, עם ציון הבעלים האחראים לפעילותם. בעלים אלה מקבלים רישיון אספקה מדי שנה הכולל את כמויות השפכים המתקבלים אל המט"ש, כמויות הקולחים לאספקה וצרכני הקולחים של המט"ש.
824|0|sfirot|dataset|2022-07-06|ספירות תנועה|ministry_of_transport|No|NA|4|4||pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מיקום ספירות תנועה שבוצעו על ידי חברות תשתית משנת 2018 ואילך (ללא קבצים עם נתוני הספירות).
825|0|sfirot_tnua_2019|dataset|2020-11-11|ספירות תנועה 2019|lamas|Yes|Year|3|2|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|other-open|Other (Open)|"סקר ספירות תנועה" מסוג Public Use File) PUF) מיועד לשימוש הציבור ונועד לספק מידע עדכני אודות ספירות תנועה שבוצעו על ידי הלמ"ס. המוצר כולל: א. קובץ נתונים מפורטים של ספירות תנועה משנת 2019 ב. קובץ תיאור הקטעים. המוצר מופץ בכפוף לרשיון שימוש PUF בלבד
826|0|shamaiim|dataset|2022-08-07|רשימת השמאים המכריעים|ministry_of_justice|No|NA|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת השמאים המכריעים
827|0|shamaim|dataset|2022-09-07|מאגר שמאי מקרקעין|ministry_of_justice|No|Quarter|4|2|--|yehudakat@justice.gov.il|משרד המשפטים|||מאגר מידע זה מכיל שלושה קבצי מידע אודות שמאים:  רשימת שמאים בעלי רישיון, רשימת בחינות שמאים לפי מועד וציון, רשימת מבחנים שהתקבל פטור עבורם בגין לימודים אקדמאיים.המאגר מתעדכן כל שלושה חודשים.
828|0|shamaim_rechev|dataset|2022-09-09|שמאי רכב|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שמאי רכב מורשים להערכת נזק לרכב בפיקוח ואישור משרד התחבורה. על השמאי חלה החובה לקבוע, טרם תחילת תיקון הרכב, את שיעור הנזק הגולמי שנגרם לו וכנגזר ממנו עליו לפעול.
829|0|shape|dataset|2022-08-15|חלקות shape|israel_mapping_center|No|- select -|4|1|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|1.השימוש בנתונים באחריות המשתמש בלבד.2.המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי), תשע''ו-2016 ובהנחיות המנהל, פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
830|0|sharaiim_kadim|dataset|2022-09-07|בתי הדין השרעיים - קאדים|ministry_of_justice|No|Day|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת הקאדים בערכאות השונות בבתי הדין השרעיים.
831|0|sharaim|dataset|2022-09-07|בתי הדין השרעיים - תיקים וחוזי נישואין|ministry_of_justice|No|Day|3|4|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|תיקים וחוזי נישואין שנפתחו ונערכו בבתי הדין השרעיים.
832|0|sheetkshape|dataset|2022-08-17|מפתחות גושים shape|israel_mapping_center|No|Month|1|2|--|carto@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|1. השימוש בנתונים באחריות המשתמש בלבד.2. המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי),     תשע''ו-2016 ובהנחיות המנהל, פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3. הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
833|0|sheltersmaaleadumim|dataset|2021-03-21|מקלטים|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת מקלטים ציבורים במעלה אודמים
834|0|sherut-mivhan-lanoar|dataset|2022-08-24|שירות המבחן לנוער|ministry_of_social_affairs|No|Year|8|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|שירות המבחן לנוער הוא שירות טיפולי-סוציאלי סמכותי הפועל כשירות ארצי במינהל של"מ – שיקום, ליווי ומניעה, אשר שייך למשרד הרווחה והביטחון החברתי. השירות פועל על פי "חוק הנוער שפיטה, ענישה ודרכי טיפול", התשל"א 1971.המאגר כולל מידע אגרגטיבי בנושא החלטות שהתקבלו בדיונים לפי מחוז ויישוב.
835|0|shf|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון שפרעם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
