n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
900|river-permits|dataset|2023-03-21|צווי הרשאה להזרמה לנחלים|ministry_of_the_environment|No|NA|1|2|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|cc-by|Creative Commons Attribution|מאגר צווי ההרשאה להזרמה לנחלים כולל את צווי הרשאה הניתנים על ידי רשות המים, באמצעות הוועדה המייעצת למתן צווי הרשאה להזרמה לנחלים. בוועדה חברים אנשי מקצוע מטעם המשרד להגנת הסביבה, משרד הבריאות ורשות המים.ראו גם באתר המשרד להגנת הסביבה:https://www.gov.il/he/Departments/Guides/water_flow_approval
901|rivers|dataset|2023-03-21|נחלים shape|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.השימוש בנתונים באחריות המשתמש בלבד.2.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
902|rmg|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון רמת מגשימים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
903|rml|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון רמאללה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
904|rng|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון רחובות בנגב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
905|roadauthority|dataset|2024-07-16|רשות תמרור בכבישים|ministry_of_transport|No|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מקטעי כביש אשר סמכות רשות התמרור בהם הואצלה על ידי המפקח על התעבורה לגוף שונה מהרשות המוניציפלית שבתחומה נמצא הכביש.
906|roadnumber|dataset|2023-05-16|טיוטא לעדכון מספרי דרכים|ministry_of_transport|No|NotConstant|4|0|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שכבה זו מהווה טיוטא וכוללת את הדרכים שמספרן עתיד להשתנות במסגרת תכנית החומש לעדכון מספרי דרכים של משרד התחבורה.
907|roadnumber_tma|dataset|2024-07-03|הצעה למספור דרכים בתמ"א|ministry_of_transport|No|NotConstant|4|0|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|שכבה זו מבוססת על מפת הדרכים בתמ"א 1/1, שהתקבלה ממינהל התכנון בדצמבר 2022. השכבה כוללת את הדרכים בתמ"א 1/1 עם מספר דרך מעודכן במסגרת תכנית החומש לעדכון מספרי דרכים של משרד התחבורה
908|roads|dataset|2023-03-21|פליטות מזהמים מכבישים|ministry_of_the_environment|No|NA|1|5|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||עבור פליטות מתחבורה, מוצג קצב פליטה אופייני של מזהם  מתוך מצאי הפליטות של המשרד.
909|roads-br7|dataset|2024-04-14|דרכים|beer-sheva|No|Month|15|3|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|הדרכים ברחבי העיר, קצה אספלט, אבני שפה וקצה דרך.השכבה נבנתה במיפוי פוטוגרמטרי על-פי צילום אוויר משנת 2005 שנעשה עבור עיריית באר שבע על-ידי חברת א.א.ג. אזוט ועל-ידי עדכונים מתוך מפות עדות שביצעו מודדים שונים במסגרת בקשות לטופס 4 וטופס גמר.
910|roundabout|dataset|2023-07-25|מעגלי תנועה|ministry_of_transport|No|NotConstant|4|3|--|GOLDO@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|השכבה מציגה צמתים בהם מוצבים מעגלי תנועה
911|rpn|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון ראש פינה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
912|rsh|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון ראשון לציון|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
913|runoff_recharge_prioritization_areas|dataset|2023-03-21|אזורי עדיפות להחדרה|water_authority|No|NotConstant|2|4|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|מפת אזורי עדיפות להחדרת נגר ושכבת gis. אזורי העדיפות להחדרה הוגדרו על פי מידע הידרוגיאולוגי כאזורי הזנה של אקוויפרים מרכזיים, המשמשים את משק המים בישראל.שכבות אלו מיועדות למתכננים ולמוסדות תכנון, לצורך העדפת פתרונות ניהול נגר הכוללים החדרה למי תהום, בתכניות המקודמות באזורי עדיפות להחדרה.
914|rvm|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון רביבים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
915|safetyorderslist|dataset|2024-10-03|רשימת צווי בטיחות|labor|No|Day|2|2|--|digital@labor.gov.il|משרד העבודה|other-open|אחר (פתוח)|רשימה של צווי בטיחות שהוטלו על ידי מפקחי המינהל בעקבות הפרות בטיחות בענפי המשק בישראל
916|saharbneiadam|dataset|2023-03-21|תיקים בטיפול היחידה לתיאום המאבק בסחר בבני אדם|ministry_of_justice|No|Day|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|רשימת התיקים והפניות המטופלים על ידי היחידה לתיאום המאבק בסחר בבני אדם. הרשימה כוללת פניות ובקשות ליחידה מאת גורמים שונים, ביניהם קורבנות סחר בבני אדם, ארגונים לא ממשלתיים, משרדי ממשלה ויחידות במשרד המשפטים, וגופים בינ"ל. כן כוללךת הרשימה אורעים- כנסים, ימי עיון, סמינרים, הכשרות וכיוב' בארגון ויוזמת היחידה או בהשתתפותה. המאגר כולל את נושא התיק/הפניה/הארוע, סטטוס הטיפול בו והמועדים בהם התיקים נפתחו ונסגרו
917|satisfaction-hosp-general2014|dataset|2023-03-21|סקר חוויית המטופל מהטיפול בבתי חולים כלליים 2014|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||מחלקות נסקרות: כל מחלקות האשפוז פרט למערך נשים, ילדים, טיפול נמרץ, פסיכיאטריה ושיקום, מלר"ד ומרפאות חוץ.
918|satisfaction-hosp-general2016|dataset|2023-03-21|סקר חוויית המטופל מהטיפול בבתי חולים כלליים 2016 - משרד הבריאות|ministry-health|No|NA|1|5|--|eszter.somos@moh.gov.il|משרד הבריאות|||מחלקות נסקרות: כירורגיה, פנימית ושאר מחלקות בית החולים, ללא מלר"ד, מרפאות, נשים, טיפול נמרץ ושיקום.
919|satisfaction-hosp-psychiatry-2015|dataset|2023-03-21|סקר חוויית המטופל מהטיפול בבתי חולים פסיכיאטריים 2015 - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||בחודשים ינואר - מאי 2015 נערך לראשונה בישראל סקר לאומי להערכת חוויית המטופל בבתי החולים הפסיכיאטריים. הסקר מקיף את כל בתי החולים הפסיכיאטריים ובוצע בקרב מאות משוחררים מאשפוז. מידע נוסף באתר משרד הבריאות: https://www.health.gov.il/UnitsOffice/HD/HQD/publicComplains/Quality_Service/surveys/mental/Pages/satisfaction-patients-hosp-psyc-2015.aspx
920|satisfaction-hosp-psychiatry-2017|dataset|2023-03-21|סקר חוויית המטופל מהטיפול בבתי חולים פסיכיאטריים 2017 - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||הסקר נערך בין החודשים נובמבר 2016 - מרץ 2017 ובו נסקרו מעל 1000 מטופלים במחלקות פתוחות וסגורות מ-11 בתי חולים פסיכיאטריים. מידע נוסף באתר משרד הבריאות: https://www.health.gov.il/UnitsOffice/HD/HQD/publicComplains/Quality_Service/surveys/mental/Pages/satisfaction-patients-hosp-psyc-2017.aspx
921|satisfaction-malrad-2015|dataset|2023-03-21|סקר חווית המטופל מהטיפול במלר"ד 2015 - משרד הבריאות|ministry-health|No|NA|1|7|--|oren.sade@moh.gov.il|משרד הבריאות|||משרד הבריאות קיים במאי-אוגוסט 2015 סקר לאומי לבחינת חווית המטופל במחלקות לרפואה דחופה (מלר"ד) ב-26 בתי חולים כלליים. הסקר הינו חלק מסדרת סקרי חווית מטופל לאומיים שעורך משרד הבריאות ומבוצע אחת לשנתיים.מידע נוסף באתר משרד הבריאותhttps://www.health.gov.il/UnitsOffice/HD/HQD/publicComplains/Quality_Service/surveys/emergency/Pages/satisfaction_patients_malrad2015.aspx
922|savingsplaninterest|dataset|2024-10-04|ריביות של פיקדונות חסכון לכל ילד - עדכון יומי|mof|No|Day|2|3|--|marinak@mof.gov.il|משרד האוצר|||הריביות של הפיקדונות השונים המנוהלים במסגרת פיקדון לכל ילד. הסדרה מתעדכנת באופן יומי ומכילה את המידע הקיים בבנקים עד לשנתיים אחורה.
923|school|dataset|2023-03-21|בתי ספר|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת בתי ספר
924|schools|dataset|2023-03-21|בתי ספר בעיר פתח תקווה|petah-tikva-municipality|No|NA|1|2|--|neria@ptikva.org.il|עיריית פתח תקוה|||
925|schoolsmaaleadumim|dataset|2023-03-21|בתי ספר|maaleedumim|No|Year|1|5|--|gadi@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת בתי ספר במעלה אדומים
926|sdb|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון שדה בוקר|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
927|sdm|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון סדום|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
928|segula|dataset|2023-03-21|יחידות סגולה - ביקורי מתנדבים והצגת זכויות|socialequality|No|NA|1|16|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|"יחידת הסגולה" הינה מוקד זכויות בריאותיות לאזרחים הוותיקים המאושפזים בבתי החולים ולבני המשפחה המטפלים בהם. ב"יחידת הסגולה" ניתן לקבל מידע אודות הזכויות הבריאותיות להן עשוי להיות זכאי האזרח הוותיק עם שחרורו מבית החולים, בשל השינוי במצבו הבריאותי."יחידת הסגולה" ממוקמת בתוך בית החולים ומופעלת על ידי מתנדבים שעברו הכשרה מתאימה ומנוהלת מקצועית על ידי עובדת סוציאלית.https://www.gov.il/he/Departments/General/sgula_units
929|sekerhashpaotcorona|dataset|2023-03-21|סקר בנושא שכירות למגורים בתקופת הקורונה  (אוגוסט 2020) – השפעות הקורונה על קיום חוזים|ministry_of_justice|No|NA|1|5|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|נתונים גולמיים מהמענה לסקר בנושא שכירות למגורים בתקופת הקורונה- השפעות הקורונה על קיום חוזיםהסקר נערך על-ידי משרד המשפטים בהמשך להמלצות הצוות הבין-משרדי לבחינת השפעות הקורונה על קיום חוזים ולאור המשבר הכלכלי המתמשך.הסקר נערך באינטרנט במהלך אוגוסט 2020 וכלל 1,082 משיבים.לעיבוד ממצאי הסקר, ראו הקישור המצורף –  https://www.gov.il/he/departments/publications/reports/corona-contracts-report
930|senior_card|dataset|2023-03-21|תעודת אזרח ותיק - סך הנפקות|socialequality|No|NA|1|15|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|חוק האזרחים הותיקים קובע כי אזרח ותיק הינו תושב ישראל שהגיע, לפי הרישום במרשם האוכלוסין, לגיל פרישה מעבודה כמשמעותו בחוק גיל פרישה.גיל הפרישה כיום עבור גבר הוא 67 שנים ועבור אישה 62 שנים.תעודת אזרח ותיק נשלחת אל האזרח הוותיק בסמוך להגיעו לגיל פרישה, על פי הרישום במרשם האוכלוסין
931|serologiclabs|dataset|2023-03-21|serologiclabs|ministry-health|No|NotConstant|4|0|--|oren.sade@moh.gov.il|משרד הבריאות|other-open|Other (Open)|רשימה ארצית של מעבדות המבצעות בדיקות סרולוגיות ומוכרות ע"י משרד הבריאות
932|servicecontractors|dataset|2024-10-03|רשימת קבלני שירות - שמירה, אבטחה וניקיון|labor|No|NotConstant|1|4|--|digital@labor.gov.il|משרד העבודה|other-open|אחר (פתוח)|פרטי קבלני שירות מורשים בתחומים שמירה, אבטחה וניקיון כולל ח.פ., כתובת ועוד.
933|serviceindex|dataset|2023-03-21|נתוני מדד שירות – חברות ביטוח|cma|No|NotConstant|4|6|--|itaye@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|||מאגר זה מכיל נתונים אודות שביעות רצון, זמני מענה, והמלצת לקוחות על מערכי השירות של חברות הביטוח. נתונים אלו שימשו כבסיס לחישוב מדד השירות. לפירוט נרחב ניתן לצפות בקובץ וורד המצורף
934|service-space|dataset|2024-06-17|מרחבי השירות של רשות מקרקעי ישראל|the_israel_lands_administration|No|NotConstant|1|0|--|eliw@land.gov.il|רשות מקרקעי ישראל|other-open|אחר (פתוח)|במאגר זה תוכלו למצוא לאילו יישובים נותן שירות כל אחד ממרחבי רמ"י.
935|setl-mid-point|dataset|2023-03-21|שכבת מרכזי ישובים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.השימוש בנתונים באחריות המשתמש בלבד.2.המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי), תשע''ו-2016 ובהנחיות המנהל; פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
936|settlement-2019|dataset|2023-03-21|יישובים בישראל 2019|lamas|Yes|Year|2|3|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|||קובץ היישובים מכיל את היישובים בישראל וכולל משתנים גיאוגרפיים המאפיינים אותם :שם יישוב, סמל היישוב, המחוז והנפה, האזור הטבעי, המעמד המוניציפלי, השיוך למטרופולין,אומדן האוכלוסייה לסוף השנה בהתאם לשנת הקובץ, שנת ההתיישבות היהודית, צורת היישובבהתאם לשנת עיבוד הקובץ, ההשתייכות הארגונית, נקודת הציון המרכזית, גובה ממוצע, הוועדהלתכנון ולבנייה שבמרחב הפעולה שבה נמצא היישוב ותחנת המשטרה.קובץ היישובים כולל את היישובים הישראליים באזור יהודה ושומרון. כן נכללים בקובץ שבטי בדווים,שלפחות חלק מאוכלוסייתם מתגוררת מחוץ לגבולות יישובים מוכרים ומוקדי תעסוקה וחינוך
937|sewage_budgeting|dataset|2023-06-11|תקצוב ביצוע פרויקטים מבוצעים ע"י גופים זכאים לסיוע ממשלתי – מענקים והלוואות|water_authority|No|NoUpdate|1|1|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|תקצוב פרויקטי ביוב והשבת קולחים באמצעות הלוואות/ מענקי מדינה/ החלטות ממשלה ייעודיות / העברה בין גגות/ וסיכומים תקציביים נוספים באישור משרד האוצר.
938|sewage_donor|dataset|2024-05-15|תורמי ביוב|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|ישובים / תאגידי מים / קיבוצים ומושבים התורמים את השפכים שלהם אל המט"ש הייעודי המטפל בהם.
939|sewage_infrastructure_projects|dataset|2023-06-11|פרויקטים לביצוע תשתיות ביוב עירוניות, אזוריות ומט"שים|water_authority|No|NotConstant|1|3|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|רשימת פרויקטים שרשויות / תאגידי מים וביוב מגישים לרשות המים לשיפוט ולאישור ועדת השיפוט הבינמשרדית של חטיבת פיתוח, כולל מאפייני פרויקט לרבות תקציבים מאושרים.
940|sewage_owners|dataset|2024-03-01|רשימת מט"שים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|פרטי מתקני טיפול בשפכים בישראל מעודכנים לשנה דאשתקד, עם ציון הבעלים האחראים לפעילותם. בעלים אלה מקבלים רישיון אספקה מדי שנה הכולל את כמויות השפכים המתקבלים אל המט"ש, כמויות הקולחים לאספקה וצרכני הקולחים של המט"ש.
941|sfirot|dataset|2024-04-17|ספירות תנועה|ministry_of_transport|No|Year|4|4|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מיקום ספירות תנועה שבוצעו על ידי חברות תשתית משנת 2018 ואילך (ללא קבצים עם נתוני הספירות).
942|sfirot_tnua_2019|dataset|2023-03-21|ספירות תנועה 2019|lamas|Yes|Year|3|2|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|other-open|Other (Open)|"סקר ספירות תנועה" מסוג Public Use File) PUF) מיועד לשימוש הציבור ונועד לספק מידע עדכני אודות ספירות תנועה שבוצעו על ידי הלמ"ס. המוצר כולל: א. קובץ נתונים מפורטים של ספירות תנועה משנת 2019 ב. קובץ תיאור הקטעים. המוצר מופץ בכפוף לרשיון שימוש PUF בלבד
943|shamaiim|dataset|2024-10-04|רשימת השמאים המכריעים|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת השמאים המכריעים
944|shamaim|dataset|2024-10-04|מאגר שמאי מקרקעין|ministry_of_justice|No|Quarter|4|2|--|yehudakat@justice.gov.il|משרד המשפטים|||מאגר מידע זה מכיל שלושה קבצי מידע אודות שמאים:  רשימת שמאים בעלי רישיון, רשימת בחינות שמאים לפי מועד וציון, רשימת מבחנים שהתקבל פטור עבורם בגין לימודים אקדמאיים.המאגר מתעדכן כל שלושה חודשים.
945|shamaim_rechev|dataset|2024-10-04|שמאי רכב|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שמאי רכב מורשים להערכת נזק לרכב בפיקוח ואישור משרד התחבורה. על השמאי חלה החובה לקבוע, טרם תחילת תיקון הרכב, את שיעור הנזק הגולמי שנגרם לו וכנגזר ממנו עליו לפעול.
946|shape|dataset|2024-09-15|חלקות shape|israel_mapping_center|No|Month|4|1|--|luba@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|1.השימוש בנתונים באחריות המשתמש בלבד.2.המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי), תשע''ו-2016 ובהנחיות המנהל, פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
947|sharaiim_kadim|dataset|2024-10-04|בתי הדין השרעיים - קאדים|ministry_of_justice|No|Day|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת הקאדים בערכאות השונות בבתי הדין השרעיים.
948|sharaim|dataset|2024-10-04|בתי הדין השרעיים - תיקים וחוזי נישואין|ministry_of_justice|No|Day|3|4|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|תיקים וחוזי נישואין שנפתחו ונערכו בבתי הדין השרעיים.
949|sharaim_names|dataset|2024-04-21|רשימת הרשמים  בבתי הדין השרעיים - בערבית|ministry_of_justice|No|NotConstant|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|قائمة بأسماء المأذونين الشرعيين - المحاكم الشرعية
950|sheetkshape|dataset|2024-09-15|מפתחות גושים shape|israel_mapping_center|No|Month|1|2|--|carto@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|1. השימוש בנתונים באחריות המשתמש בלבד.2. המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי),     תשע''ו-2016 ובהנחיות המנהל, פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3. הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
951|shelters-br7|dataset|2024-04-14|מקלטים בעיר באר שבע|beer-sheva|No|NotConstant|15|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|סימון נקודתי של המקלטים הקיימים ברחבי העיר ומספר המקלט (קוד המקלט) כפי שמופיע על גבי המקלט עצמו בשטח.
952|sheltersmaaleadumim|dataset|2023-03-21|מקלטים|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת מקלטים ציבורים במעלה אודמים
953|sherut-mivhan-lanoar|dataset|2024-03-14|שירות המבחן לנוער|ministry_of_social_affairs|No|Year|14|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|שירות המבחן לנוער הוא שירות טיפולי-סוציאלי סמכותי הפועל כשירות ארצי במינהל של"מ – שיקום, ליווי ומניעה, אשר שייך למשרד הרווחה והביטחון החברתי. השירות פועל על פי "חוק הנוער שפיטה, ענישה ודרכי טיפול", התשל"א 1971.המאגר כולל מידע אגרגטיבי בנושא החלטות שהתקבלו בדיונים לפי מחוז ויישוב.
954|shf|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון שפרעם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
955|shikumshchunot|dataset|2024-10-01|שיקום שכונות|ministry_of_housing|No|Month|3|6|--|datagov@moch.gov.il|משרד הבינוי והשיכון|other-open|אחר (פתוח)|שיקום שכונות
956|shil-leshachot|dataset|2024-09-22|תחנות שי"ל (שירות ייעוץ לאזרח)|ministry_of_social_affairs|No|NotConstant|1|3|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|שי"ל הוא שירות הפועל למתן הכוונה וייעוץ לפונים בנושאי זכויות, חובות, ושירותים העומדים לרשות האזרח. השירות ניתן בחינם ובסודיות לכל פונה על ידי צוות עובדים ומתנדבים בתחנות שי"ל הפזורות בארץ. השירות פועל במסגרת תחום מיצוי זכויות באגף למשאבי קהילה ועבודה קהילתית במשרד הרווחה והביטחון החברתי ומופעל בשיתוף הרשויות המקומיות.
957|shinui_mivne|dataset|2024-10-04|היסטוריית כלי רכב פרטיים|ministry_of_transport|No|Day|2|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגרים מציגים נתונים אודות כלי רכב פרטיים פעילים החל משנת 2017.
958|shk|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון שכם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
959|shkifut-2015|dataset|2023-03-21|shkifut_2015|ministry_of_education|No|NA|2|1|--|davide@education.gov.il|משרד החינוך|||שקיפות תשעה - רשויות מוסדות חינוך וגני ילדים תשעה
960|shkifut-budget-boarding-2016|dataset|2023-03-21|שקיפות תקציבית פנימיות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך מזוהות ברמת מוסד לשנת הלימודים תשע"ו למוסדות פנימייתיים
961|shkifut-budget-cluster-2016|dataset|2023-03-21|שקיפות תקציבית אשכול למ"ס תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך  לשנת הלימודים תשע"ו מזוהות ברמת אשכול למ"ס
962|shkifut-budget-cluster-kindergarten-2016|dataset|2023-03-21|שקיפות תקציבית גני ילדים לפי אשכול למ"ס תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לגני הילדים לשנת הלימודים תשע"ו מפולח לפי אשכול למ"ס
963|shkifut-budget-highschool-2016|dataset|2023-03-21|שיקפות תקציבית חטיבות עליונות רגילות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך מזוהות ברמת מוסד לחטיבות עליונות רגילות לשנת הלימודים תשע"ו
964|shkifut-budget-kindergarten-2016|dataset|2023-03-21|שקיפות תקציבית גני ילדים לפי רשויות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לגני הילדים לשנת הלימודים תשע"ו מפולח לפי רשויות מקומית
965|shkifut-budget-legal-2016|dataset|2023-03-21|שקיפות תקציבית מעמד משפטי תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת מעמד משפטי
966|shkifut-budget-local-2016|dataset|2023-03-21|שקיפות תקציבית רשויות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת רשויות מקומית
967|shkifut-budget-middleschool-2016|dataset|2023-03-21|שקיפות תקציבית חטיבות ביניים רגילות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך מזוהות ברמת מוסד לחטיבות ביניים רגילות לשנת הלימודים תשע"ו
968|shkifut-budget-school-2016|dataset|2023-03-21|שקיפות תקציבית מוסדות תשע"ו|ministry_of_education|No|NA|1|3|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך לשנת הלימודים תשע"ו מזוהות ברמת מוסד חינוך
969|shkifut-budget-sector-2016|dataset|2023-03-21|שקיפות תקציבית מגזר תשע"ו|ministry_of_education|No|NA|1|0|--|davide@education.gov.il|משרד החינוך|||תשומות משרד החינוך  לשנת הלימודים תשע"ו מזוהות ברמת מגזר
