n|rsc|name|tag|tagId
769|rail_stat_onoff_month|ministry_of_transport|עולים|--
769|rail_stat_onoff_month|ministry_of_transport|רכבת|--
769|rail_stat_onoff_month|ministry_of_transport|רכבת כבדה|--
770|rail_strategic|ministry_of_transport|GIS|--
770|rail_strategic|ministry_of_transport|חצב|--
770|rail_strategic|ministry_of_transport|ממג|--
770|rail_strategic|ministry_of_transport|מסילות ברזל|--
770|rail_strategic|ministry_of_transport|רכבת|--
770|rail_strategic|ministry_of_transport|רכבת כבדה|--
770|rail_strategic|ministry_of_transport|תכנית אסטרטגית|--
771|rail_strat_station|ministry_of_transport|2040|--
771|rail_strat_station|ministry_of_transport|GIS|--
771|rail_strat_station|ministry_of_transport|חצב|--
771|rail_strat_station|ministry_of_transport|ממג|--
771|rail_strat_station|ministry_of_transport|רכבת|--
771|rail_strat_station|ministry_of_transport|רכבת כבדה|--
771|rail_strat_station|ministry_of_transport|תחנות|--
771|rail_strat_station|ministry_of_transport|תכנית אסטרטגית|--
772|rashuty|ministry_of_agriculture|חקלאות|--
772|rashuty|ministry_of_agriculture|רופאים וטרינריים|--
774|recall|ministry_of_transport|משרד התחבורה|--
774|recall|ministry_of_transport|רכב|--
774|recall|ministry_of_transport|תחבורה|--
775|rechev_le_pail_with_degem|ministry_of_transport|כלי רכב|--
775|rechev_le_pail_with_degem|ministry_of_transport|משרד התחבורה|--
775|rechev_le_pail_with_degem|ministry_of_transport|רכב|--
775|rechev_le_pail_with_degem|ministry_of_transport|תחבורה|--
776|rechev_le_pail_without-degem|ministry_of_transport|כלי רכב|--
776|rechev_le_pail_without-degem|ministry_of_transport|משרד התחבורה|--
776|rechev_le_pail_without-degem|ministry_of_transport|רכב|--
776|rechev_le_pail_without-degem|ministry_of_transport|תחבורה|--
777|rechev-tag-nachim|ministry_of_transport|כלי רכב|--
777|rechev-tag-nachim|ministry_of_transport|משרד התחבורה|--
777|rechev-tag-nachim|ministry_of_transport|רכב|--
777|rechev-tag-nachim|ministry_of_transport|תחבורה|--
778|recruitment|netzivot|גיוס עובדים|--
778|recruitment|netzivot|הון אנושי|--
778|recruitment|netzivot|משאבי אנוש|--
779|recyclingfacilitiesmaaleadumim|maaleedumim|איכות הסביבה|--
779|recyclingfacilitiesmaaleadumim|maaleedumim|בטריות|--
779|recyclingfacilitiesmaaleadumim|maaleedumim|בקבוקי פלסטיק|--
779|recyclingfacilitiesmaaleadumim|maaleedumim|זכוכית|--
779|recyclingfacilitiesmaaleadumim|maaleedumim|מיחזור|--
780|reg-green-countries-he|ministry-health|יעדים אדומים בקורונה|--
780|reg-green-countries-he|ministry-health|יעדים ירוקים בקורונה|--
780|reg-green-countries-he|ministry-health|תעופה בזמן קורונה|--
781|registered_veterinary_vaccines|ministry_of_agriculture|בעלי חיים|--
781|registered_veterinary_vaccines|ministry_of_agriculture|וטרינרים|--
781|registered_veterinary_vaccines|ministry_of_agriculture|חיסונים|--
782|report-assignment-streets-regions|petah-tikva-municipality|אוכלוסיה|--
782|report-assignment-streets-regions|petah-tikva-municipality|אזורים|--
782|report-assignment-streets-regions|petah-tikva-municipality|רחובות|--
783|researches|ministry_of_the_environment|מחקר|--
783|researches|ministry_of_the_environment|סביבה|--
784|researchinstitute|israel_mapping_center|המרכז למיפוי ישראל|--
784|researchinstitute|israel_mapping_center|חינוך ותרבות|--
785|reservoirs|water_authority|reservoirs|--
785|reservoirs|water_authority|water|--
785|reservoirs|water_authority|מאגר|--
785|reservoirs|water_authority|מים|--
785|reservoirs|water_authority|רשות המים|--
786|reshev_bitul_sofi|ministry_of_transport|כלי רכב|--
786|reshev_bitul_sofi|ministry_of_transport|משרד התחבורה|--
786|reshev_bitul_sofi|ministry_of_transport|רכב|--
786|reshev_bitul_sofi|ministry_of_transport|תחבורכ|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|אוכלוסיה|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|אוכלוסין|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|ישובים|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|מרשם|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|סטטיסטיקה|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|תושבים|--
787|residents_in_israel_by_communities_and_age_groups|population_authority|תושבים לפי גיל|--
788|returning-residents-2006-2015|ministry_of_immigrant_absorption|אוכלוסיה|--
788|returning-residents-2006-2015|ministry_of_immigrant_absorption|עלייה|--
788|returning-residents-2006-2015|ministry_of_immigrant_absorption|קליטת עלייה|--
788|returning-residents-2006-2015|ministry_of_immigrant_absorption|תושב חוזר|--
788|returning-residents-2006-2015|ministry_of_immigrant_absorption|תושבים חוזרים|--
789|rishayon_srifat_gazam|ministry_of_agriculture|איכות הסביבה|--
789|rishayon_srifat_gazam|ministry_of_agriculture|בריאות|--
789|rishayon_srifat_gazam|ministry_of_agriculture|גזם חקלאי|--
789|rishayon_srifat_gazam|ministry_of_agriculture|חקלאות|--
789|rishayon_srifat_gazam|ministry_of_agriculture|סביבה|--
789|rishayon_srifat_gazam|ministry_of_agriculture|שריפת גזם|--
790|river-permits|ministry_of_the_environment|הגנת הסביבה|--
790|river-permits|ministry_of_the_environment|מים|--
795|roadauthority|ministry_of_transport|GIS|--
795|roadauthority|ministry_of_transport|חצב|--
795|roadauthority|ministry_of_transport|כבישים|--
795|roadauthority|ministry_of_transport|ממג|--
795|roadauthority|ministry_of_transport|רשות תמרור|--
796|roads|ministry_of_the_environment|זיהום אוויר|--
796|roads|ministry_of_the_environment|כבישים|--
796|roads|ministry_of_the_environment|כלי רכב|--
796|roads|ministry_of_the_environment|סביבה|--
796|roads|ministry_of_the_environment|פליטות|--
797|roundabout|ministry_of_transport|GIS|--
797|roundabout|ministry_of_transport|חצב|--
797|roundabout|ministry_of_transport|משרד התחבורה|--
800|runoff_recharge_prioritization_areas|water_authority|water|--
800|runoff_recharge_prioritization_areas|water_authority|החדרה|--
800|runoff_recharge_prioritization_areas|water_authority|רשות המים|--
802|safetyorderslist|labor|זרוע העבודה|--
802|safetyorderslist|labor|צווי בטיחות|--
804|satisfaction-hosp-general2014|ministry-health|בריאות|--
804|satisfaction-hosp-general2014|ministry-health|בריאות ורווחה|--
804|satisfaction-hosp-general2014|ministry-health|בתי חולים|--
804|satisfaction-hosp-general2014|ministry-health|חוויית המטופל|--
804|satisfaction-hosp-general2014|ministry-health|משרד הבריאות|--
804|satisfaction-hosp-general2014|ministry-health|סקרים|--
805|satisfaction-hosp-general2016|ministry-health|בריאות|--
805|satisfaction-hosp-general2016|ministry-health|בריאות ורווחה|--
805|satisfaction-hosp-general2016|ministry-health|בתי חולים|--
805|satisfaction-hosp-general2016|ministry-health|משרד הבריאות|--
805|satisfaction-hosp-general2016|ministry-health|סקרים|--
806|satisfaction-hosp-psychiatry-2015|ministry-health|בריאות|--
806|satisfaction-hosp-psychiatry-2015|ministry-health|בריאות ורווחה|--
806|satisfaction-hosp-psychiatry-2015|ministry-health|בתי חולים פסיכיאטריים|--
806|satisfaction-hosp-psychiatry-2015|ministry-health|חוויית המטופל|--
806|satisfaction-hosp-psychiatry-2015|ministry-health|משרד הבריאות|--
806|satisfaction-hosp-psychiatry-2015|ministry-health|סקרים|--
807|satisfaction-hosp-psychiatry-2017|ministry-health|בריאות|--
807|satisfaction-hosp-psychiatry-2017|ministry-health|בריאות ורווחה|--
807|satisfaction-hosp-psychiatry-2017|ministry-health|בתי חולים פסיכיאטריים|--
807|satisfaction-hosp-psychiatry-2017|ministry-health|חוויית המטופל|--
807|satisfaction-hosp-psychiatry-2017|ministry-health|משרד הבריאות|--
807|satisfaction-hosp-psychiatry-2017|ministry-health|סקרים|--
808|satisfaction-malrad-2015|ministry-health|בריאות|--
808|satisfaction-malrad-2015|ministry-health|בריאות ורווחה|--
808|satisfaction-malrad-2015|ministry-health|חדרי מיון|--
808|satisfaction-malrad-2015|ministry-health|חווית המטופל|--
808|satisfaction-malrad-2015|ministry-health|מחלקות לרפואה דחופה|--
808|satisfaction-malrad-2015|ministry-health|משרד הבריאות|--
808|satisfaction-malrad-2015|ministry-health|סקרים|--
809|savingsplaninterest|mof|חסכון לכל ילד|--
809|savingsplaninterest|mof|משרד האוצר|--
809|savingsplaninterest|mof|ריבית|--
810|school|israel_mapping_center|המרכז למיפוי ישראל|--
810|school|israel_mapping_center|חינוך ותרבות|--
811|schools|petah-tikva-municipality|אוכלוסיה|--
811|schools|petah-tikva-municipality|בתי ספר|--
812|schoolsmaaleadumim|maaleedumim|בתי ספר|--
812|schoolsmaaleadumim|maaleedumim|חינוך|--
812|schoolsmaaleadumim|maaleedumim|לימודים|--
812|schoolsmaaleadumim|maaleedumim|מעלה אדומים|--
812|schoolsmaaleadumim|maaleedumim|תיכון|--
815|segula|socialequality|בתי|--
815|segula|socialequality|בתי חולים|--
815|segula|socialequality|המשרד|--
815|segula|socialequality|המשרד לשוויון חברתי|--
815|segula|socialequality|הנגשה|--
815|segula|socialequality|וותיקים|--
815|segula|socialequality|ותיקים|--
815|segula|socialequality|זכויות|--
815|segula|socialequality|חברתי|--
815|segula|socialequality|חולים|--
815|segula|socialequality|יחידות|--
815|segula|socialequality|יחידות סגולה|--
815|segula|socialequality|לשוויון|--
815|segula|socialequality|מאגרים|--
815|segula|socialequality|מתנדבים|--
815|segula|socialequality|סגולה|--
816|sekerhashpaotcorona|ministry_of_justice|השפעות קורונה|--
816|sekerhashpaotcorona|ministry_of_justice|משרד המשפטים|--
816|sekerhashpaotcorona|ministry_of_justice|נגיף הקורונה|--
816|sekerhashpaotcorona|ministry_of_justice|סקר שכירות קורונה|--
816|sekerhashpaotcorona|ministry_of_justice|קורונה|--
817|senior_card|socialequality|62|--
817|senior_card|socialequality|67|--
817|senior_card|socialequality|אזרח|--
817|senior_card|socialequality|גברים|--
817|senior_card|socialequality|המשרד|--
817|senior_card|socialequality|המשרד לשוויון חברתי|--
817|senior_card|socialequality|הנפקת תעודה|--
817|senior_card|socialequality|ותיק|--
817|senior_card|socialequality|חברתי|--
817|senior_card|socialequality|כרטיס|--
817|senior_card|socialequality|לשוויון חברתי|--
817|senior_card|socialequality|נשים|--
817|senior_card|socialequality|שוויון|--
817|senior_card|socialequality|תעודת|--
817|senior_card|socialequality|תעודת אזרח ותיק|--
819|serviceindex|cma|ביטוח|--
819|serviceindex|cma|זמני מענה|--
819|serviceindex|cma|מדד שירות|--
819|serviceindex|cma|נתונים|--
819|serviceindex|cma|רשות שוק ההון|--
819|serviceindex|cma|שביעות רצון|--
821|settlement-2019|lamas|הלשכה המרכזית לסטטיסטיקה|--
821|settlement-2019|lamas|יישובים|--
821|settlement-2019|lamas|ערים|--
822|sewage_donor|water_authority|water|--
822|sewage_donor|water_authority|ביוב|--
822|sewage_donor|water_authority|טיפול בשפכים|--
822|sewage_donor|water_authority|מים|--
822|sewage_donor|water_authority|רשות המים|--
823|sewage_owners|water_authority|water|--
823|sewage_owners|water_authority|טיפול בשפכים|--
823|sewage_owners|water_authority|מטש|--
823|sewage_owners|water_authority|מים|--
823|sewage_owners|water_authority|רשות המים|--
824|sfirot|ministry_of_transport|GIS|--
824|sfirot|ministry_of_transport|דרכים|--
824|sfirot|ministry_of_transport|ממג|--
824|sfirot|ministry_of_transport|ספירות תנועה|--
825|sfirot_tnua_2019|lamas|מימון של משרד התחבורה|--
825|sfirot_tnua_2019|lamas|ספירות תנועה|--
826|shamaiim|ministry_of_justice|שמאים מכריעים|--
827|shamaim|ministry_of_justice|משרד המשפטים|--
827|shamaim|ministry_of_justice|שמאי מקרקעין|--
828|shamaim_rechev|ministry_of_transport|כלי רכב|--
828|shamaim_rechev|ministry_of_transport|משרד התחבורה|--
828|shamaim_rechev|ministry_of_transport|רכב|--
828|shamaim_rechev|ministry_of_transport|תחבורה|--
829|shape|israel_mapping_center|דיור|--
830|sharaiim_kadim|ministry_of_justice|בתי הדין השרעיים|--
830|sharaiim_kadim|ministry_of_justice|משרד המשפטים|--
831|sharaim|ministry_of_justice|בתי הדין השרעיים|--
831|sharaim|ministry_of_justice|חוזי נישואין|--
831|sharaim|ministry_of_justice|משרד המשפטים|--
831|sharaim|ministry_of_justice|תיקים|--
832|sheetkshape|israel_mapping_center|דיור|--
832|sheetkshape|israel_mapping_center|המרכז למיפוי ישראל|--
833|sheltersmaaleadumim|maaleedumim|ביטחון|--
833|sheltersmaaleadumim|maaleedumim|חירום|--
833|sheltersmaaleadumim|maaleedumim|מקלטים|--
836|shikumshchunot|ministry_of_housing|מרקם ותיק|--
836|shikumshchunot|ministry_of_housing|משרד הבינוי והשיכון|--
836|shikumshchunot|ministry_of_housing|שיקום|--
836|shikumshchunot|ministry_of_housing|שיקום שכונות חברתי|--
836|shikumshchunot|ministry_of_housing|שיקום שכונות פיזי|--
836|shikumshchunot|ministry_of_housing|שכונות|--
837|shinui_mivne|ministry_of_transport|כלי רכב|--
837|shinui_mivne|ministry_of_transport|משרד התחבורה|--
837|shinui_mivne|ministry_of_transport|רכב|--
839|shkifut-2015|ministry_of_education|חינוך|--
840|shkifut-budget-boarding-2016|ministry_of_education|חינוך|--
840|shkifut-budget-boarding-2016|ministry_of_education|מוסדות חינוך|--
840|shkifut-budget-boarding-2016|ministry_of_education|תקציב|--
841|shkifut-budget-cluster-2016|ministry_of_education|אשכול|--
841|shkifut-budget-cluster-2016|ministry_of_education|חינוך|--
841|shkifut-budget-cluster-2016|ministry_of_education|תקציב|--
842|shkifut-budget-cluster-kindergarten-2016|ministry_of_education|גני ילדים|--
842|shkifut-budget-cluster-kindergarten-2016|ministry_of_education|חינוך|--
842|shkifut-budget-cluster-kindergarten-2016|ministry_of_education|תקציב|--
843|shkifut-budget-highschool-2016|ministry_of_education|חינוך|--
843|shkifut-budget-highschool-2016|ministry_of_education|מוסדות_חינוך|--
843|shkifut-budget-highschool-2016|ministry_of_education|תקציב|--
844|shkifut-budget-kindergarten-2016|ministry_of_education|חינוך|--
844|shkifut-budget-kindergarten-2016|ministry_of_education|רשויות_מקומיות|--
844|shkifut-budget-kindergarten-2016|ministry_of_education|תקציב|--
845|shkifut-budget-legal-2016|ministry_of_education|חינוך|--
845|shkifut-budget-legal-2016|ministry_of_education|מעמד_משפטי|--
845|shkifut-budget-legal-2016|ministry_of_education|תקציב|--
846|shkifut-budget-local-2016|ministry_of_education|חינוך|--
846|shkifut-budget-local-2016|ministry_of_education|רשויות מקומיות|--
846|shkifut-budget-local-2016|ministry_of_education|תקציב|--
847|shkifut-budget-middleschool-2016|ministry_of_education|חינוך|--
847|shkifut-budget-middleschool-2016|ministry_of_education|מוסדות_חינוך|--
847|shkifut-budget-middleschool-2016|ministry_of_education|תקציב|--
848|shkifut-budget-school-2016|ministry_of_education|חינוך|--
848|shkifut-budget-school-2016|ministry_of_education|מוסדות חינוך|--
848|shkifut-budget-school-2016|ministry_of_education|תקציב|--
850|shkifut-budget-supervision-2016|ministry_of_education|חינוך|--
850|shkifut-budget-supervision-2016|ministry_of_education|סוג פיקוח|--
850|shkifut-budget-supervision-2016|ministry_of_education|תקציב|--
851|shopping-cart|moital|כלכלה|--
852|simaneymisahr|ministry_of_justice|מסחר|--
853|simcha-2017|socialequality|2017|--
853|simcha-2017|socialequality|המשרד|--
853|simcha-2017|socialequality|המשרד לשוויון חברתי|--
853|simcha-2017|socialequality|חברתי|--
853|simcha-2017|socialequality|לשוויון|--
853|simcha-2017|socialequality|מיזם|--
853|simcha-2017|socialequality|מיזם שמחה|--
853|simcha-2017|socialequality|מיזם שמחה 2017|--
853|simcha-2017|socialequality|שמחה|--
854|siua_kaspi_2017|ministry_of_immigrant_absorption|סיוע כספי|--
854|siua_kaspi_2017|ministry_of_immigrant_absorption|עולים|--
854|siua_kaspi_2017|ministry_of_immigrant_absorption|קליטת עלייה|--
855|siyua|ministry_of_justice|משרד המשפטים|--
856|socharim|ministry_of_transport|כלי רכב|--
856|socharim|ministry_of_transport|משרד התחבורה|--
856|socharim|ministry_of_transport|רכב|--
856|socharim|ministry_of_transport|תחבורה|--
857|social-departments|ministry_of_social_affairs|בריאות ורווחה|--
857|social-departments|ministry_of_social_affairs|משרד העבודה|--
857|social-departments|ministry_of_social_affairs|שירותיים חברתיים|--
858|social-workers-registration|ministry_of_social_affairs|בריאות ורווחה|--
858|social-workers-registration|ministry_of_social_affairs|עובדים סוציאליים|--
858|social-workers-registration|ministry_of_social_affairs|פנקס|--
858|social-workers-registration|ministry_of_social_affairs|רישום|--
861|special-education-kindergartensmaaleadumim|maaleedumim|גני ילדים|--
861|special-education-kindergartensmaaleadumim|maaleedumim|גני שילוב|--
861|special-education-kindergartensmaaleadumim|maaleedumim|גני תקשורת|--
861|special-education-kindergartensmaaleadumim|maaleedumim|חינוך|--
861|special-education-kindergartensmaaleadumim|maaleedumim|חינוך מיוחד|--
862|special_populations|water_authority|water|--
862|special_populations|water_authority|מים|--
862|special_populations|water_authority|רשות המים|--
863|species|volcaniagri|זני זרעים|--
863|species|volcaniagri|זרעים|--
863|species|volcaniagri|חקלאות|--
864|spring_quality|water_authority|quality|--
864|spring_quality|water_authority|spring|--
864|spring_quality|water_authority|water|--
864|spring_quality|water_authority|יונים ראשיים|--
864|spring_quality|water_authority|מים|--
864|spring_quality|water_authority|מעיין|--
864|spring_quality|water_authority|רשות המים|--
865|springs|water_authority|spring|--
865|springs|water_authority|water|--
865|springs|water_authority|מים|--
865|springs|water_authority|מעיין|--
865|springs|water_authority|רשות המים|--
866|staj|ministry-health|בריאות ורווחה|--
866|staj|ministry-health|הגרלה|--
866|staj|ministry-health|העדפה|--
866|staj|ministry-health|סטאז|--
867|stat2017|eca|הוצאה לפועל|--
867|stat2017|eca|מרכז לגביית קנסות|--
868|stat2018|eca|הוצאה לפועל|--
868|stat2018|eca|מרכז לגביית קנסות|--
870|statistical-area-2008|lamas|אוכלוסיה|--
870|statistical-area-2008|lamas|אזורים סטטיסטיים|--
870|statistical-area-2008|lamas|מפקד|--
870|statistical-area-2008|lamas|מפקד 2008|--
870|statistical-area-2008|lamas|שכבה|--
871|statisticsassigningperformance|ies|אוכלוסיה|--
871|statisticsassigningperformance|ies|איזורים|--
871|statisticsassigningperformance|ies|גיל|--
871|statisticsassigningperformance|ies|דת|--
871|statisticsassigningperformance|ies|השכלה|--
871|statisticsassigningperformance|ies|השמות|--
871|statisticsassigningperformance|ies|מגבלות|--
871|statisticsassigningperformance|ies|עיסוק|--
872|statisticsjobsperformance|ies|אוכלוסיה|--
872|statisticsjobsperformance|ies|אוצר וכלכלה|--
872|statisticsjobsperformance|ies|איזורים|--
872|statisticsjobsperformance|ies|הזמנות|--
872|statisticsjobsperformance|ies|משרות|--
872|statisticsjobsperformance|ies|עיסוקים|--
874|statreport2016-eca|eca|הוצאה לפועל|--
874|statreport2016-eca|eca|מרכז לגביית קנסות|--
875|stats_rish|population_authority|היתר עבודה|--
875|stats_rish|population_authority|הנפקת רישיונות לזרים|--
875|stats_rish|population_authority|רישיון לזרים|--
875|stats_rish|population_authority|רישיונות|--
876|strat_border|ministry_of_transport|GIS|--
876|strat_border|ministry_of_transport|חצב|--
876|strat_border|ministry_of_transport|ממג|--
876|strat_border|ministry_of_transport|תחבורה|--
876|strat_border|ministry_of_transport|תכניות אסטרטגיות|--
877|stream-monitoring|ministry_of_the_environment|הגנת הסביבה|--
877|stream-monitoring|ministry_of_the_environment|המשרד להגנת הסביבה|--
877|stream-monitoring|ministry_of_the_environment|נחלים|--
878|streams|water_authority|streams|--
878|streams|water_authority|water|--
878|streams|water_authority|מים|--
878|streams|water_authority|נחל|--
878|streams|water_authority|רשות המים|--
879|street-namesmaaleadumim|maaleedumim|עירייה|--
879|street-namesmaaleadumim|maaleedumim|רחובות|--
879|street-namesmaaleadumim|maaleedumim|שמות רחובות|--
880|studyapplications|ministry_of_justice|לימודים|--
880|studyapplications|ministry_of_justice|משרד המשפטים|--
881|subgushallshape|israel_mapping_center|דיור|--
882|sulfur-oxides|ministry_of_the_environment|זיהום אוויר|--
882|sulfur-oxides|ministry_of_the_environment|מחצבות|--
882|sulfur-oxides|ministry_of_the_environment|סביבה|--
882|sulfur-oxides|ministry_of_the_environment|פליטות|--
882|sulfur-oxides|ministry_of_the_environment|תעשיה|--
883|supervisionfiles|ministry_of_justice|משרד המשפטים|--
883|supervisionfiles|ministry_of_justice|צווי נגישות|--
884|support|ministry_of_the_environment|סביבה|--
884|support|ministry_of_the_environment|סיוע כספי|--
884|support|ministry_of_the_environment|תמיכה|--
885|surveyers|the_israel_lands_administration|דיור|--
886|svivaniturmifal|ministry_of_the_environment|משרד להגנת הסביבה|--
888|synagogues|petah-tikva-municipality|אוכלוסיה|--
888|synagogues|petah-tikva-municipality|בתי כנסת|--
888|synagogues|petah-tikva-municipality|עיריית פתח תקוה|--
889|tabbar|interior_affairs|רשויות מקומיות|--
889|tabbar|interior_affairs|שלטון מקומי|--
889|tabbar|interior_affairs|תבר|--
889|tabbar|interior_affairs|תקציב|--
889|tabbar|interior_affairs|תקציב בלתי רגיל|--
890|tables|eca|הוצאה לפועל|--
891|tabu_asset|ministry_of_justice|טאבו|--
891|tabu_asset|ministry_of_justice|משרד המשפטים|--
892|talmudiccollege|israel_mapping_center|המרכז למיפוי ישראל|--
892|talmudiccollege|israel_mapping_center|חינוך ותרבות|--
893|tashlumim_2018|ministry_of_immigrant_absorption|אוכלוסייה|--
893|tashlumim_2018|ministry_of_immigrant_absorption|סיוע כספי|--
893|tashlumim_2018|ministry_of_immigrant_absorption|עלייה|--
893|tashlumim_2018|ministry_of_immigrant_absorption|קליטה|--
894|tashlumim_hozrim_2018|ministry_of_immigrant_absorption|אוכלוסייה|--
894|tashlumim_hozrim_2018|ministry_of_immigrant_absorption|סיוע כספי|--
894|tashlumim_hozrim_2018|ministry_of_immigrant_absorption|עלייה|--
894|tashlumim_hozrim_2018|ministry_of_immigrant_absorption|קליטה|--
894|tashlumim_hozrim_2018|ministry_of_immigrant_absorption|תושבים חוזרים|--
895|tatal|iplan|ותל|--
895|tatal|iplan|לאומית|--
895|tatal|iplan|מינהל התכנון|--
895|tatal|iplan|תכנון|--
895|tatal|iplan|תכנית|--
895|tatal|iplan|תכנית תשתיות לאומית|--
895|tatal|iplan|תשתיות|--
895|tatal|iplan|תתל|--
896|tavlat-simlei-averot|ministry_of_transport|משטרת ישראל|--
896|tavlat-simlei-averot|ministry_of_transport|משרד התחבורה|--
896|tavlat-simlei-averot|ministry_of_transport|שיטת הניקוד|--
897|taz_jer_pop_type|ministry_of_transport|ירושלים|--
897|taz_jer_pop_type|ministry_of_transport|סוג אוכלוסיה|--
898|taz_mot_rate_2040|ministry_of_transport|2040|--
898|taz_mot_rate_2040|ministry_of_transport|GIS|--
898|taz_mot_rate_2040|ministry_of_transport|אזורי תנועה|--
898|taz_mot_rate_2040|ministry_of_transport|ממג|--
898|taz_mot_rate_2040|ministry_of_transport|רמת מינוע|--
899|taz_north_popdens_2016|ministry_of_transport|2016|--
899|taz_north_popdens_2016|ministry_of_transport|GIS|--
899|taz_north_popdens_2016|ministry_of_transport|ממג|--
899|taz_north_popdens_2016|ministry_of_transport|צפון|--
899|taz_north_popdens_2016|ministry_of_transport|צפיפות אוכלוסיה|--
900|taz_ta_popdens_2017|ministry_of_transport|2017|--
900|taz_ta_popdens_2017|ministry_of_transport|GIS|--
900|taz_ta_popdens_2017|ministry_of_transport|מטרופולין תל אביב|--
900|taz_ta_popdens_2017|ministry_of_transport|ממג|--
900|taz_ta_popdens_2017|ministry_of_transport|צפיפות אוכלוסיה|--
901|tenders|governmentprocurementadministration|חשב כללי|--
901|tenders|governmentprocurementadministration|מינהל הרכש|--
901|tenders|governmentprocurementadministration|מכרז|--
901|tenders|governmentprocurementadministration|מכרזים|--
901|tenders|governmentprocurementadministration|מרכבה|--
901|tenders|governmentprocurementadministration|רכש|--
901|tenders|governmentprocurementadministration|תקציב|--
902|teunot_2017|lamas|הלשכה המרכזית לסטטיסטיקה|--
902|teunot_2017|lamas|תאונות דרכים|--
902|teunot_2017|lamas|תחבורה|--
903|teunot2019|lamas|נתוני הלמס|--
903|teunot2019|lamas|תאונות דרכים|--
903|teunot2019|lamas|תחבורה|--
904|tichnun-pituah|ministry_of_housing|פיתוח|--
904|tichnun-pituah|ministry_of_housing|שיווק ובניה|--
905|tikufim-2021|ministry_of_transport|משרד התחבורה|--
905|tikufim-2021|ministry_of_transport|תחבורה|--
905|tikufim-2021|ministry_of_transport|תחבורה ציבורית|--
906|tikufim_station_2022|ministry_of_transport|משרד התחבורה|--
906|tikufim_station_2022|ministry_of_transport|תחבורה ציבורית|--
907|tipathlav|maaleedumim|בדיקות|--
907|tipathlav|maaleedumim|בריאות|--
907|tipathlav|maaleedumim|הגיל הרך|--
907|tipathlav|maaleedumim|התפתחות|--
907|tipathlav|maaleedumim|ילדים|--
907|tipathlav|maaleedumim|רפואה|--
909|tlzgizanut|ministry_of_justice|גזענות|--
909|tlzgizanut|ministry_of_justice|היחידה למאבק בגזענות|--
909|tlzgizanut|ministry_of_justice|משרד המשפטים|--
910|tma|iplan|מגורים|--
910|tma|iplan|מינהל התכנון|--
910|tma|iplan|שטחים פתוחים|--
910|tma|iplan|תכנון|--
910|tma|iplan|תכניות מתאר ארציות|--
910|tma|iplan|תכנית|--
910|tma|iplan|תכנית מתאר|--
910|tma|iplan|תכנית מתאר ארצית|--
910|tma|iplan|תמא|--
910|tma|iplan|תשתיות|--
911|tma_23|ministry_of_transport|23|--
911|tma_23|ministry_of_transport|GIS|--
911|tma_23|ministry_of_transport|ממג|--
911|tma_23|ministry_of_transport|מסילות ברזל|--
911|tma_23|ministry_of_transport|תמא|--
912|tma_23a4_dipo|ministry_of_transport|GIS|--
912|tma_23a4_dipo|ministry_of_transport|דיפו|--
912|tma_23a4_dipo|ministry_of_transport|חצב|--
912|tma_23a4_dipo|ministry_of_transport|מטרופולין תל אביב|--
912|tma_23a4_dipo|ministry_of_transport|ממג|--
912|tma_23a4_dipo|ministry_of_transport|מתען|--
912|tma_23a4_dipo|ministry_of_transport|תמא 23 א 4|--
913|tma_23a4_lines|ministry_of_transport|GIS|--
913|tma_23a4_lines|ministry_of_transport|חצב|--
913|tma_23a4_lines|ministry_of_transport|מטרופולין תל אביב|--
913|tma_23a4_lines|ministry_of_transport|ממג|--
913|tma_23a4_lines|ministry_of_transport|מתען|--
913|tma_23a4_lines|ministry_of_transport|קווים|--
913|tma_23a4_lines|ministry_of_transport|תמא 23 א 4|--
914|tma_3|ministry_of_transport|GIS|--
914|tma_3|ministry_of_transport|דרכים|--
914|tma_3|ministry_of_transport|ממג|--
914|tma_3|ministry_of_transport|קומפילציית דרכים|--
914|tma_3|ministry_of_transport|תמא|--
915|tma_3_plans|ministry_of_transport|GIS|--
915|tma_3_plans|ministry_of_transport|דרכים|--
915|tma_3_plans|ministry_of_transport|ממג|--
915|tma_3_plans|ministry_of_transport|תכניות מפורטות לדרכים|--
915|tma_3_plans|ministry_of_transport|תמא|--
916|tma_3_points|ministry_of_transport|GIS|--
916|tma_3_points|ministry_of_transport|חצב|--
916|tma_3_points|ministry_of_transport|מחלפים|--
916|tma_3_points|ministry_of_transport|ממג|--
916|tma_3_points|ministry_of_transport|תחבורה|--
916|tma_3_points|ministry_of_transport|תמא|--
916|tma_3_points|ministry_of_transport|תמא 3|--
917|tma_42|ministry_of_transport|GIS|--
917|tma_42|ministry_of_transport|חצב|--
917|tma_42|ministry_of_transport|ממג|--
917|tma_42|ministry_of_transport|תחבורה|--
917|tma_42|ministry_of_transport|תמא 42|--
918|tmm|iplan|ייעודי קרקע|--
918|tmm|iplan|מגורים|--
918|tmm|iplan|מחוז|--
918|tmm|iplan|מינהל התכנון|--
918|tmm|iplan|שטחים פתוחים|--
