n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
875|0|shf|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון שפרעם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
876|0|shikumshchunot|dataset|2023-03-01|שיקום שכונות|ministry_of_housing|No|Month|3|6|--|yanivl@moch.gov.il|משרד הבינוי והשיכון|other-open|אחר (פתוח)|שיקום שכונות
877|0|shinui_mivne|dataset|2023-03-24|היסטוריית כלי רכב פרטיים|ministry_of_transport|No|Day|2|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגרים מציגים נתונים אודות כלי רכב פרטיים פעילים החל משנת 2017.
878|0|shk|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון שכם|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
891|0|shopping-cart|dataset|2023-01-05|סל קניות|moital|No|NotConstant|1|1|--|israel.vaks@economy.gov.il|משרד הכלכלה והתעשייה|other-open|אחר (פתוח)|שימו לב - הנתונים בעבודה. אין להתייחס לנתונים המופיעים כרגע בטבלה.
892|0|simaneymisahr|dataset|2023-03-24|סימני מסחר|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|בקשות שהוגשו להגנה ישראלית על סימני מסחר
896|0|siyua|dataset|2023-03-25|סיוע משפטי|ministry_of_justice|No|Month|6|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|מערכת תפעול ומידע של הסיוע המשפטי המתעדת כל הפעולות השגרתיות שהן ליבת העבודה בסיוע המשפטי. מספקת כל המידע שהיחידה צריכה ושומרת על אפקטיביות הפעולות השגרתיות.
897|0|socharim|dataset|2023-03-24|סוחרי רכב|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|סוחרים ברכב מנועי בישראל בפיקוח ואישור משרד התחבורה.
899|9|social-workers-registration|dataset|2023-03-01|פנקס העובדים הסוציאליים|ministry_of_social_affairs|No|Month|2|4|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|הקובץ מכיל מידע אודות העובדים הסוציאליים הרשומים בפנקס העובדים הסוציאליים.פנקס העובדים הסוציאליים מנוהל לפי חוק העובדים הסוציאליים, התשנ"ו - 1996, שמטרתו להסדיר את העיסוק במקצוע העבודה הסוציאלית.
900|9|society-and-welfare-journal|dataset|2023-01-09|כתב העת חברה ורווחה - Society and Welfare journal|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|The quarterly journal "Society and Welfare" was first published in 1978, with the aim of extending and enriching the theoretical, research and practical knowledge of social workers and other welfare professionals, such as psychologists, criminologists, public health workers and sociologists.
901|1|soil_groups|dataset|2022-08-08|חבורות קרקע|ministry_of_agriculture|No|NoUpdate|1|0|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|Other (Open)|שכבת חבורות הקרקע מתבססת על מפת חבורות הקרקע של ישראל שנערכה על ידי יואל דן וצבי רז, מטעם האגף לשימור קרקע משרד החקלאות והאגף לקרקע ומים במכון וולקני לחקר החקלאות. מיפוי חבורות הקרקע של ישראל נערך בקנה מידה 1:250,000 והמפה התפרסמה בשנת 1970. המפה מתבססת על חוקיות תפוצת הקרקעות באזורי הארץ השונים. ממסקנות חקר חוקיות תפוצת הקרקעות בארץ, ובפרט הקשר שבין קרקעות לגורמים יוצרי קרקע, נובע כי הגורם האקלימי והליתולוגי וכן התבליט הם הקובעים את תפוצת הקרקעות בארץ. לאחר הגדרת היחידות ואופיין, נקבע תפוצתן. לביצוע שלב זה צוות המיפוי הסתייע במפות קיימות בייחוד במפה שהוכנה על ידי האגף לשימור קרקע וניקוז - משרד החקלאות: סקר קרקעות בקנה מידה 1:20,000. שכבת חבורות הקרקע מלמדת בראש ובראשונה על תפוצתן של הקרקעות באזורים השונים של הארץ ויכולה לשמש לצרכים כלליים שונים: קביעת מידת חדירה של מי הגשמים וסכנת ההמלחה של מי התהום, ביטוי תפוצת חומרי האב או להוות בסיס למחקרים גיאומורפולוגיים וגיאולוגיים כללים.
902|0|special-education-kindergartensmaaleadumim|dataset|2023-02-09|רשימת גני ילדים חינוך מיוחד|maaleedumim|No|Year|1|5|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת גני ילדים, חינוך מיוחד במעלה אדומים
904|0|species|dataset|2020-07-09|רשימת הזנים המורשים למכירה|volcaniagri|No|NA|1|3|--|avishe@volcani.agri.gov.il|מינהל המחקר החקלאי - מרכז וולקני|||רשימת הזנים המורשים למכירה על-פי חוק הזרעים , תשט"ז 1956
907|5|spring_quality|dataset|2023-01-02|מדידות איכות במעיינות|water_authority|No|Year|1|10|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|מאגר המידע מכיל נתוני איכות מים במעיינות אשר נדגמים על ידי השירות ההידרולוגי.
908|3|springs|dataset|2023-01-01|דוח קטלוג מעיינות|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת המעיינות בישראל הנמדדים על ידי השירות ההידרולוגי
910|0|staj|dataset|2020-07-09|נתוני הגרלות סטאזרים לרפואה|ministry-health|No|NA|1|4|--|dor.chen@health.gov.il|משרד הבריאות|cc-by|Creative Commons Attribution|הסטאז'רים לרפואה מהווים את דור העתיד של הרפואה בישראל והם משולבים במהלך שנת הסטאז', באמצעות הגרלה, בהתאם לעדיפויותיהם, בבתי החולים השונים בישראל.המועמדים מדרגים את 25 בתי החולים מעדיפות ראשונה 1 ועד 25. זוגות יכולים לבקש שיבוץ משותף.המועמדים משובצים על פי מקומות פנויים והעדפות.חטיבת הרפואה במשרד הבריאות אחראי על ביצוע ההגרלה ושיבוץ הסטאז'רים לרפואה, בוגרי לימודים בארץ ובחו"ל, במוסדות הרפואיים בישראל. תהליכי הגשת הבקשות על פי העדפותיו של כל סטאז'ר וההגרלה מבוצעים באופן ממוחשב החל ממרץ 2015.
914|0|stateengagementwithlawyers|dataset|2022-11-15|התקשרות המדינה עם עורכי דין של הוועדה להעסקת עורכי דין חיצוניים|ministry_of_justice|No|NotConstant|2|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|מאגר המכיל את פרטי ההתקשרות המדינה עם עורכי דין של הוועדה להעסקת עורכי דין חיצוניים
916|0|statisticsassigningperformance|dataset|2020-12-14|ביצועי שירות התעסוקה - השמות|ies|No|NA|1|8|--|mosheaf@ies.gov.il|שירות התעסוקה|||נתונים בנושא השמות שבוצעו בשירות התעסוקה.
917|0|statisticsjobsperformance|dataset|2020-12-14|ביצועי שירות התעסוקה - משרות|ies|No|NA|1|6|--|mosheaf@ies.gov.il|שירות התעסוקה|||נתונים על מאגר המשרות הקיימות בשירות התעסוקה.
920|0|stats_rish|dataset|2023-03-19|סטטיסטיקת הנפקת רשיונות לזרים|population_authority|No|Week|14|4|--|liorsh@piba.gov.il|רשות האוכלוסין וההגירה|cc-by|Creative Commons Attribution|מסמך זה מכיל סטטיסטיקה על הנפקת רישיונות שהייה חדשים שניתנו לזרים, לפי שנה, סוג רישיון, מין, קבוצת גיל, ארץ אזרחות הזר , היתר עבודה לפי ענף (לעובדים זרים).
921|1|strat_border|dataset|2023-02-20|גבולות תכניות אסטרטגיות|ministry_of_transport|No|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|גבולות מרחביים שעבורם נערכו תכניות אסטרטגיות ותכניות אב לתחבורה בפריסה ארצית
922|1|stream-monitoring|dataset|2022-06-02|תוצאות ניטור כימי של נחלי ישראל|ministry_of_the_environment|Yes|Year|1|3|--|arielt@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|המשרד להגנת הסביבה מקיים במהלך השנה פעולות ניטור ומעקב שוטף אחר הנחלים בישראל. בנחלים מבוצעים שני סוגים של ניטור- ניטור כימי וניטור ביולוגי. ניטור כימי הינו נקודתי ומתבצע פעמיים בשנה (בסתיו ובאביב). בכל דיגום נבדקים יותר מעשרה פרמטרים קבועים, הניטור מבוצע על ידי רשות הטבע והגנים עבור המשרד להגנת הסביבה. ניטור ביולוגי -  הבחון את מצבם של הנחלים לאורך זמן באמצעות מעקב אחר שינויים בהרכב חברות של בעלי חיים וצמחים בנחלים. הניטור מבוצע במרכז הלאומי לאקולוגיה אקווטית-  מוזיאון הטבע ע"ש שטיינהרדט - אוניברסיטת תל אביב.
923|0|streams|dataset|2023-01-01|נתונים קבועים של נחלים בישראל|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|נתונים קבועים של נחלים בישראל
924|9|street-light-br7|dataset|2023-03-06|עמודי תאורה|beer-sheva|No|Month|16|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|סימון נקודתי של עמודי התאורה הפזורים ברחבי העיר באר שבע, נתונים אודות מספר העמוד ושיוכו למרכזייה כפי שמופיע על-גבי עמוד התאורה עצמו בשטח.
925|3|street-namesmaaleadumim|dataset|2023-02-09|שמות רחובות|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת שמות רחובות במעלה אדומים
927|0|studyapplications|dataset|2022-08-07|מאגר בקשות לימודים שאושרו על ידי ועדת ההשתלמות המשרדית במשרד המשפטים|ministry_of_justice|No|NA|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|המאגר מכיל את רשימת בקשות לימודים אשר אושרו על ידי וועדת ההשתלמות המשרדית בבקשות מסוג: הכשרה לתפקיד, השתלמות מקצועית, השתלמות העשרה, לימודים אקדמיים.    למידה מחוץ לשירות עשויה להתקיים ביוזמה של המשרד, העובד ו/או המנהל הישיר.
928|0|subgushallshape|dataset|2023-03-21|גושים shape|israel_mapping_center|No|Month|1|1|--|carto@mapi.gov.il|המרכז למיפוי ישראל|||1.השימוש בנתונים באחריות המשתמש בלבד.2.המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי), תשע''ו-2016 ובהנחיות המנהל, פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
929|0|sulfur-oxides|dataset|2020-07-09|תחמוצות גופרית|ministry_of_the_environment|No|NA|1|5|--|TanyaT@sviva.gov.il|המשרד להגנת הסביבה|||מצאי הפליטות וההעברות הוא מאגר מידע המציג את כמויות החומרים המזהמים או הפסולת הנפלטים או מועברים לסביבה ממקורות שונים, ביניהם: תחבורה, שימושים ביתיים, מחצבות, יערות קק"ל וכן ממקורות תעשייתיים שלא נכללים במפל"ס. המצאי נועד לספק מידע משלים לעניין הפליטות וההעברות בישראל, בנוסף לדיווחי המפעלים למפל"ס, ולאפשר יצירת תמונה שלמה וכוללת של פליטות והעברות של חומרים מזהמים ופסולת בישראל.
930|0|supervisionfiles|dataset|2023-03-24|צווי נגישות שנשלחו לחייבים - נציבות שוויון זכויות לאנשים עם מוגבלות|ministry_of_justice|No|Day|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|המאגר מכיל את רשימת צווי הנגישות שהוצאו לחייבים שלא קיימו את חובותיהם על פי תקנות הנגישות. צווי הנגישות מוצאים על ידי הנציבות בהליך שבו ניתנת הזדמנות לחייב להשמיע טענותיו. הצווים נכונים למועד פרסומם בלבד. ככל שמבוקש לקבל מידע ביחס לפרטי הצו, יש לפנות בבקשה לחופש מידע דרך היחידה לחופש המידע במשרד המשפטים.
931|1|support|dataset|2020-07-09|תמיכות|ministry_of_the_environment|No|NA|2|3|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|||המשרד להגנת הסביבה תומך מדי שנה בגופים שונים המבצעים פרויקטים המקדמים את איכות הסביבה בישראל. בדף זה מתפרסמות תמיכות המשרד להגנת הסביבה בין השנים 2007 - 2014.  לינק : http://www.sviva.gov.il/InfoServices/MimshalZamin/Support/Pages/defaultSuport.aspx
932|4|surveyers|dataset|2022-03-23|מאגר מודדים|the_israel_lands_administration|No|NA|1|1|--|eliw@land.gov.il|רשות מקרקעי ישראל|other-open|Other (Open)|רשות מקרקעי ישראל שוכרת שירותים של מודדים מוסמכים, משרדים עצמאים, לצורך ביצוע עבודות מיפוי ומדידה. לשם כך היא מפעילה מאגר של מודדים מוסמכים העומדים בדרישות המקצועיות שהגדירה. מודדי המאגר מבצעים מגוון סוגים של עבודות מדידה על פי צורכי מחלקות המיפוי המרחביות ואגף פרצלציות והסדר קרקעות ברשות.
933|0|svivaniturmifal|dataset|2021-10-13|פליטות ממפעלים|ministry_of_the_environment|Yes|NotConstant|1|1|--|baruchb@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|מאגר זה מכיל את פרטי המפעלים שמבצעים דיגומים תקופתיים מארובותיהם ומדווחים את תוצאות הדיגומים למשרד להגנת הסביבה.משמש גם כשכבת GIS אשר מציגה את הפליטות מארובות של המפעלים בישראללפרטים על תוצאות הדיגומים עצמם (כולל תוצאות היסטוריות) יש ללחוץ על עמודת ה"קישור"
934|0|svt|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון שבטה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
935|1|synagogues|dataset|2020-07-09|בתי כנסת בעיר פתח תקווה|petah-tikva-municipality|No|NA|1|3|--|neria@ptikva.org.il|עיריית פתח תקוה|||
937|0|tabbar|dataset|2020-06-08|אישורי תקציב בלתי רגיל לגוף מוניציפאלי|interior_affairs|No|NA|1|5|--|drored@moin.gov.il|משרד הפנים|||מאגר בקשות תקציב בלתי רגיל מאושרות של גופים מוניציפאליים.כולל סכומי התקציב המאושר : בקשת מקור, הגדלה, הפחתה.
938|1|tables|dataset|2022-01-05|טבלאות של רשות האכיפה והגביה|eca|No|NA|17|1|--|datagov@eca.gov.il|רשות האכיפה והגבייה|||טבלת ריבית תקופתית
939|0|tabu_asset|dataset|2023-03-10|סוג בעלות בנכסים הרשומים בפנקסי המקרקעין|ministry_of_justice|No|Month|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|רשימת הנכסים בפנקסי המקרקעין על פי סוג בעלות לכל נכס.האמור לקוח מתוך מאפיינים שנקבעו בהתאם לטבלת סיווג, אין במידע המפורסם האמור באתר data.gov, כדי לקבוע זכות כלשהי בדבר הבעלות או ההערה התכנונית הנחזים כאן.
940|0|tahaz_clusters|dataset|2022-11-07|אשכולות תח"צ|ministry_of_transport|Yes|NotConstant|4|7|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|גבולות סכמתיים של אשכולות המייצגים פעילות תח"צ. לכל אשכול מחושבים נתוני הנסיעות בשבוע מייצג באוגוסט 2022 ונתוני מספרי נוסעים המחושבים על בסיס תיקופי רב קו בשבוע מייצג ביוני 2022.
941|0|talmudiccollege|dataset|2020-07-09|ישיבות|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת ישיבות
944|0|tatal|dataset|2020-07-09|תכניות תשתיות לאומיות|iplan|No|NA|1|8|--|it-tichnun@iplan.gov.il|מינהל התכנון |cc-by|Creative Commons Attribution|תכניות תשתיות לאומיות מתעסקות במתקני תשתית, נמל תעופה, נמל, מעגן, מיתקן להתפלת מים, מיתקני מים וביוב לרבות מאגרים, אתרי סילוק וטיפול בפסולת, מתקני תקשורת, תחנת כוח, מתקן אחסון נפט, גז ודלק, דרך, מתקני גז ומתקני גט"ן כהגדרתם בסעיף 2 לחוק משק הגז הטבעי, אתרי כרייה וחציבה, חניון לעידוד השימוש בתחבורה הציבורית ותשתית תיירות.
945|0|tavlat-simlei-averot|dataset|2022-12-19|טבלת סמלי עבירות|ministry_of_transport|No|NotConstant|1|3|--|hardon@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|טבלת סמלי העבירות כולל הניקוד בגין כל עבירה
948|3|taz_jer_pop_type|dataset|2021-03-07|סוג אוכלוסיה בירושלים|ministry_of_transport|Yes|NotConstant|4|2|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|סוג אוכלוסיה בירושלים
953|1|tenders|dataset|2021-02-16|דוח מכרזים|governmentprocurementadministration|No|NotConstant|1|7|--|amana@mof.gov.il|מינהל הרכש הממשלתי|other-open|Other (Open)|דו"ח מרכז, אחת לשנה, אודות כלל התקשרויות משרדי הממשלה ויחידות הסמך (פורמט Excel)
956|0|tichnun-pituah|dataset|2023-01-01|פיתוח ותשתית|ministry_of_housing|No|Month|2|2|--|moch1933@moch.gov.il|משרד הבינוי והשיכון|||כאן תוכלו לקבל נתונים על מכרזי פיתוח ותשתית של משרד הבינוי והשיכון. המאגר מתעדכן פעם בחודש.
957|9|tikufim-2021|dataset|2023-02-24|תיקופי מסלקה בתחבורה ציבורית|ministry_of_transport|No|Month|6|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגר מציג את כמות התיקופים שבוצעו בתחבורה הציבורית בכל אמצעי הכרטוס. הקובץ יתעדכן אחת לחודש עם הנתונים של החודשים שעברו מתחילת השנה הקלאנדרית הנוכחית.
959|0|tipathlav|dataset|2023-02-09|טיפת חלב|maaleedumim|No|Year|1|6|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת טיפות חלב במעלה אדומים
960|0|tly|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון תל אביב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
961|0|tlzgizanut|dataset|2022-08-07|מאגר תלונות הציבור ליחידה הממשלתית לתיאום המאבק בגזענות|ministry_of_justice|No|NA|1|3|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|הקובץ מכיל את התלונות המופנות ליחידה הממשלתית לתיאום המאבק בגזענות, וסטטוס הטיפול בהן.
962|7|tma|dataset|2020-07-09|תכניות מתאר ארציות|iplan|No|NA|1|10|--|it-tichnun@iplan.gov.il|מינהל התכנון |cc-by|Creative Commons Attribution|תכנית מתאר ארצית היא תכנית החלה על שטח כל המדינה או תוכנית מתאר ארצית בנושא בעל חשיבות לאומית המתאשרת על ידי הממשלה.
963|9|tma_23|dataset|2020-11-02|תמא 23 - קומפילציית מסילות ברזל|ministry_of_transport|No|NA|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תמ"א 23 - קומפילציית מסילות ברזל
969|0|tma_42|dataset|2021-11-29|תמ"א 42|ministry_of_transport|No|NA|36|5|--|GOLDO@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תמ"א 42 - תשריט לאחר אישור המועצה הארצית וטרם אישור הממשלה. תכנית מתאר ארצית משולבת לתשתיות תחבורה יבשתית
970|0|tmm|dataset|2020-07-09|תכניות מתאר מחוזיות|iplan|No|NA|1|11|--|it-tichnun@iplan.gov.il|מינהל התכנון |cc-by|Creative Commons Attribution|תכניות המתאר המחוזיות הן החוליה המקשרת בין התכנון הארצי לבין התכנון המקומי. מטרתן לקבוע את מדיניות התכנון המרחבית המשלבת בנושאים שיש בהן חשיבות כללית למחוז ובכלל זה קביעת שטחי הפיתוח העירוניים, אזורי התעסוקה האזוריים ושטחים פתוחים לסוגיהם. תכניות אלה מנחות את הכנת תכניות מקומיות וקובעות את הפרטים הדרושים לביצוען של תכניות המתאר הארציות במחוז שבו הן חלות.       תכניות המתאר המחוזיות נחלקות לשלושה סוגים:  א.  תכניות המתאר המחוזיות הכוללות לכל אחד מששת מחוזות מדינת ישראל (ירושלים, צפון, מרכז, דרום, תל-אביב וחיפה).  ב.  תכניות מתאר מחוזיות חלקיות לנושאים בעלי חשיבות אזורית, כגון: אזורי פיתוח מטרופולינים, פארקים מטרופולינים, אזורי נחל וסביבותיו וכד'.  ג.  תכניות מחוזיות נקודתיות לעדכונים פרטניים.
971|0|tmt|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון תל מלחתה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
972|0|tochniyot|dataset|2020-07-09|מאגר תוכניות חינוכיות|ministry_of_education|No|NA|1|1|--|davide@education.gov.il|משרד החינוך|||מאגר תוכניות חינוכיות
973|0|tourism1617|dataset|2023-03-21|סקר הרגלי נסיעה של תיירים 2016-2017|ministry_of_transport|No|NoUpdate|1|2|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|סקר הרגלי נסיעה של תיירי חו"ל נערך בין השנים 2017-2016 ביוזמת צוות תכנית אב לתחבורה בשיתוף עם פרופ' נועם שובל מהמחלקה לגאוגרפיה באוניברסיטה העברית בירושלים. הסקר התבצע באמצעות תשאולים פרונטליים שביצעו הסוקרים עם התיירים המגיעים לארץ ובאמצעות מדידת תנועות התיירים בעזרת מכשירי מדידה מתקדמים מבוססי GPS .  הנתונים שנאספו סונכרנו בזמן אמת למערכת ייעודית שנבנתה עבור סקרי הרגלי נסיעה. בנוסף, הסוקרים ביצעו בקרה בזמן אמת על הנתונים, הם פענחו וסיווגו את מיקומי התיירים ואת תנועותיהם במהלך שהותם בארץ וקיימו קשר ישיר עמם ועם מדריכי הקבוצות המאורגנות כדי לאמת את המידע ולהשלים נתונים חסרים.
974|1|tour-operator|dataset|2023-03-19|סוכני תיירות נכנסת - Incoming Tour Operators|ministry_of_tourism|No|NotConstant|2|3|--|webmaster@tourism.gov.il|משרד התיירות|||רשימת סוכני תיירות נכנסת בישראל.
975|0|tovin|dataset|2023-03-23|מנהל הטובין|ministry_of_justice|No|Day|2|3|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|מאגר עזר ליצירת רשימת סחורות /שירותים לפי סיווג "ניצה" בהגשת בקשה לרישום סימן מסחר .
976|0|tozeret|dataset|2023-03-24|תוצרים של כלי הרכב הפעילים|ministry_of_transport|No|Day|1|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|המאגר מציג נתונים אודות התוצרים של כל סוגי כלי הרכב הפעילים: קוד תוצר, שם תוצר, שם תוצר ללא מדינת תוצר, מדינת תוצר.
977|0|tqar|dataset|2021-12-13|بنك أسئلة امتحان السياقة النظري|ministry_of_transport|No|NA|2|3|--|tdata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|تنشر وزارة المواصلات والأمان على الطرق البنك الكامل للأسئلة والإجابات التي سوف تُمتحن/ي فيها في امتحان السياقة النظري المحوسب.
978|0|tqen|dataset|2021-12-13|The complete pool of questions and answers for the computerized driving theory test|ministry_of_transport|No|NA|2|3|--|tdata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|The MOT's complete official Driving Theory Test Q&A Bank from which the actual test questions are chosen.
979|0|tqes|dataset|2020-06-11|Banco de preguntas del examen teórico a tomarse en el Ministerio de Transporte para y renovar licencias de conducción|ministry_of_transport|No|NA|2|3|--||משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|El banco de preguntas oficial del Ministerio de Transporte y Seguridad Vial fue construida para los examinados del examen teórico computarizado para las distintas categorías de permiso de conducción en Israel.
980|0|tqfr|dataset|2021-12-13|Questions et réponses de l'examen de conduite théorique informatisé|ministry_of_transport|No|NA|2|3|--|tdata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|Le Ministère des Transports et de la Sécurité Routière publie la liste complète des questions et des réponses pour lesquelles vous serez testé dans un examen de conduite théorique informatisé.
981|0|tqhe|dataset|2021-12-05|מאגר השאלות והתשובות הרשמי למבחן נהיגה עיוני ממוחשב|ministry_of_transport|No|NA|2|5|--|tdata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|המאגר הרשמי של השאלות והתשובות עליהן תבחנו במבחן הנהיגה העיוני הממוחשב.
983|0|tqru|dataset|2020-07-16|Вопросы и ответы квалификационного экзамена на знание Правил Дорожного Движения|ministry_of_transport|No|NA|2|3|--|tdata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|Официальная публикация вопросника квалификационного экзамена по теории правил дорожного движения.
984|0|trademarks_nice|dataset|2023-03-24|סימני מסחר - סיווגים|ministry_of_justice|No|Week|3|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|המאגר מכיל סיווגים של סימני מסחר
986|6|traffic-counts|dataset|2020-11-11|ספירות תנועה 2018|lamas|No|Year|1|3|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|cc-by|Creative Commons Attribution|"סקר ספירות תנועה" מסוג Public Use File) PUF) מיועד לשימוש הציבור ונועד לספק מידע עדכני אודות ספירות תנועה שבוצעו על ידי הלמ"ס. המוצר כולל: א. קובץ נתונים מפורטים של ספירות תנועה משנת 2018ב. קובץ תיאור הקטעים. המוצר מופץ בכפוף לרשיון שימוש PUF בלבד
987|3|traffic_light_junction|dataset|2022-05-16|צמתים מרומזרים|ministry_of_transport|Yes|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|השכבה מציגה צמתים בהם מוצבים רמזורים
988|3|training-courses|dataset|2023-03-20|השתלמויות למורי דרך|ministry_of_tourism|No|NotConstant|4|3|--|webmaster@tourism.gov.il|משרד התיירות|other-open|אחר (פתוח)|מורי דרך מחויבים בביצוע שתי השתלמויות, במהלך שנתיים, לשם חידוש רישיונם בהתאם להנחיות הממונה, כמוגדר בתקנות. עד לחודש יולי 2020 סיפק המשרד בעצמו את ההשתלמויות והחל מחודש זה שונתה השיטה ולמורי הדרך הוצעה תכנית השתלמויות שבוצעה ותופעלה על ידי מארגני השתלמויות חיצוניים, בהתאם לתנאים שנקבעו על ידי המשרד בקול קורא.
